,Reaction Products,Counts,Frequency [%]
1626,n+n+n+n+n+p+p+p+p+D2+C12+O17,1,0.001
1627,pi++n+n+n+p+T3+He3+He4,1,0.001
1628,p+p+C12+Mg27+Al27,1,0.001
1629,pi-+n+n+p+D2+B8,1,0.001
1630,pi-+n+n+n+n+p+p+p+p+He3+O17,1,0.001
1631,n+n+p+p+He4+Li6+C12+C12+Al27,1,0.001
1632,n+n+n+p+p+p+p+D2+D2+T3+C12,1,0.001
1633,n+n+p+p+p+T3+He5,1,0.001
1634,pi-+n+n+n+p+p+p+p+D2+T3+He4+He4+He4+He4,1,0.001
1635,n+n+p+p+p+C12+Al26,1,0.001
1636,pi-+n+n+n+n+n+n+p+p+p+p+p+p+p+C12,1,0.001
1637,n+p+D2+D2+T3+He4+Al27,1,0.001
1638,n+p+p+p+p+p+C12+C12,1,0.001
1639,n+n+n+p+p+D2+D2+D2+He3+C12,1,0.001
1640,pi-+T3+He3+He3+He4,1,0.001
1641,n+n+n+n+p+p+p+p+p+D2+T3+C14,1,0.001
1642,n+p+p+p+p+p+C12+O22,1,0.001
1643,n+n+p+p+C11+C12+C12+C12,1,0.001
1644,n+n+T3+B8,1,0.001
1645,pi++n+n+n+p+Be9+Al27,1,0.001
1646,n+n+n+n+n+n+p+p+p+p+He4+C12+C12,1,0.001
1647,n+p+p+C12+C12+C12+C12+Mg26,1,0.001
1648,n+n+n+n+n+n+n+p+p+p+p+p+D2+D2+D2+D2+He4+He4+C12,1,0.001
1649,pi-+n+n+p+p+D2+D2+Li5,1,0.001
1650,n+n+p+p+D2+D2+He5+C12,1,0.001
1651,n+n+n+n+n+n+p+p+p+p+p+D2+He4+B11,1,0.001
1652,pi-+n+n+p+p+He3+Li6+C12+C12,1,0.001
1653,p+p+C12+Al27,1,0.001
1654,p+D2+Be10+Al27,1,0.001
1655,n+n+n+n+n+p+p+p+p+p+F19,1,0.001
1656,pi-+n+n+n+p+p+p+D2+He4+He4+C12,1,0.001
1657,n+D2+T3+He3+He4,1,0.001
1658,p+p+p+p+p+p+C12+C12+C13,1,0.001
1659,n+p+T3+C12+C12+Na23,1,0.001
1660,pi++n+n+n+p+D2+T3+He4+C12+C12+C12,1,0.001
1661,pi-+n+n+p+p+p+p+Li7+C12+Al27,1,0.001
1662,n+n+n+p+p+p+p+p+He6,1,0.001
1663,n+p+D2+D2+He4+He4+C12+C12,1,0.001
1664,n+p+p+T3+He4+He4+C13,1,0.001
1665,n+n+D2+D2+He4+He4+C12,1,0.001
1666,n+n+p+p+T3+Li6+C12,1,0.001
1667,pi-+n+p+p+p+D2+Li7+Al27,1,0.001
1668,n+n+n+p+D2+He3+He4+C12+C13,1,0.001
1669,pi-+n+n+n+p+p+p+p+D2+Ne20,1,0.001
1670,n+n+n+n+n+p+p+p+D2+He3+C12+C12,1,0.001
1671,pi++n+n+p+T3+He4+He4+C12+C13,1,0.001
1672,pi-+n+n+n+p+He3+Be6,1,0.001
1673,pi++n+n+n+n+D2+He4+He4,1,0.001
1674,n+n+n+D2+He3+Li5,1,0.001
1675,pi-+pi++n+n+n+p+B9,1,0.001
1676,p+p+D2+B11+C12+C12,1,0.001
1677,n+n+n+n+n+n+p+p+p+p+p+T3+N14,1,0.001
1678,n+D2+T3+Be7,1,0.001
1679,n+n+p+p+D2+He4+O18,1,0.001
1680,pi++n+n+n+n+He4+He4+O16+Al27,1,0.001
1681,n+n+n+n+n+p+p+p+p+D2+D2+T3+C12+C12+C12,1,0.001
1682,pi++n+n+C12+C12+Mg26,1,0.001
1683,pi-+n+p+p+p+T3+He4+He4,1,0.001
1684,pi++n+n+n+p+He4+Li6,1,0.001
1685,pi-+n+p+p+p+p+D2+T3+T3,1,0.001
1686,pi-+n+He4+B8+C12,1,0.001
1687,pi-+n+C12+C13+N12,1,0.001
1688,n+n+p+p+Be9+C13,1,0.001
1689,n+n+p+p+B10+C12+Al27,1,0.001
1690,pi++n+n+n+n+D2+D2+D2+He4,1,0.001
1691,n+n+n+p+p+p+p+He4+O18,1,0.001
1692,n+n+n+p+p+D2+Be7+C12,1,0.001
1693,n+n+n+n+n+p+p+p+p+F19+Al27,1,0.001
1694,n+n+p+p+p+p+D2+T3+He4,1,0.001
1695,n+n+n+n+p+p+p+D2+D2+He4+C13,1,0.001
1696,n+n+n+n+n+p+p+D2+D2+He4+N13,1,0.001
1697,n+n+n+n+n+p+p+p+p+He4+C12+C12+C12+N15,1,0.001
1698,pi-+n+n+n+n+p+p+p+p+D2+D2+He3+N14,1,0.001
1699,pi++n+n+p+T3+Li7+C12+C12,1,0.001
1700,n+p+D2+He4+Li6,1,0.001
1701,n+n+p+D2+D2+He3+He4+C12,1,0.001
1702,pi++n+n+n+n+p+p+p+Ne22,1,0.001
1703,pi-+p+T3+He4+Li5,1,0.001
1704,pi-+pi++n+n+n+p+p+p+Li7,1,0.001
1705,pi-+n+n+p+p+p+p+He4+He4+C13,1,0.001
1706,pi-+n+n+n+n+p+p+p+p+p+He4+C12+O16,1,0.001
1707,n+n+n+p+He4+Be7+C12,1,0.001
1708,n+p+p+p+p+C12+C12+C12+Al27,1,0.001
1709,n+n+n+p+p+D2+D2+T3+O16,1,0.001
1710,n+p+p+p+p+B11+C12+C12,1,0.001
1711,n+n+n+n+n+n+n+p+p+p+p+p+p+T3+He4+He4+He4,1,0.001
1712,n+n+n+n+n+p+p+p+p+p+D2+T3+N14,1,0.001
1713,n+n+n+n+p+p+p+p+He4+He4+C12,1,0.001
1714,pi-+n+n+p+p+He4+He4+He4+He4+He4+He4,1,0.001
1715,pi-+pi-+n+p+p+p+p+He4+He4+Al27,1,0.001
1716,pi-+n+p+p+p+D2+T3+He4+C12+C12,1,0.001
1717,pi++n+n+n+n+p+p+p+p+He6+C12,1,0.001
1718,n+n+n+n+n+p+p+p+p+Li5+C12,1,0.001
1719,n+n+n+p+p+p+p+p+T3+He4,1,0.001
1720,pi++n+n+n+n+n+p+p+p+He3+He4+C12,1,0.001
1721,pi-+n+n+n+p+p+p+D2+T3+He3+C12,1,0.001
1722,n+n+n+p+p+D2+D2+He4+C12+N15,1,0.001
1723,pi-+n+n+p+p+p+p+p+T3+O18,1,0.001
1724,n+n+n+n+n+n+n+p+p+p+He4+O14,1,0.001
1725,pi-+n+n+p+p+p+p+D2+D2+He4+Al27,1,0.001
1726,pi-+n+p+p+p+Mg25,1,0.001
1727,n+n+n+p+p+D2+C12+Ne21+Al27,1,0.001
1728,n+p+p+p+He4+Na23,1,0.001
1729,n+n+n+p+p+p+p+T3+T3+C12+C12,1,0.001
1730,p+p+p+He4+Be9+C12+C12+C12+C12,1,0.001
1731,n+n+p+p+p+p+p+p+Li8,1,0.001
1732,n+n+n+p+p+p+D2+Li6+C12,1,0.001
1733,n+n+p+p+He4+He6,1,0.001
1734,pi-+n+n+p+p+He3+Li6+Al27,1,0.001
1735,pi++n+n+n+n+n+p+p+D2+T3+He3+C13,1,0.001
1736,n+n+n+n+p+p+p+p+p+T3+C12+O17,1,0.001
1737,n+n+n+n+n+p+p+p+p+D2+He4+N14,1,0.001
1738,n+n+n+n+p+p+p+D2+Li5,1,0.001
1739,p+p+p+p+He4+Be9+C12+C12,1,0.001
1740,n+n+n+n+p+p+p+p+He4+O17,1,0.001
1741,n+n+n+n+n+n+n+p+p+p+p+p+p+p+C14,1,0.001
1742,pi++n+n+n+n+n+n+n+p+p+p+p+p+D2+C14,1,0.001
1743,n+n+n+p+p+p+He4+He4+C12+C12+C12+C12,1,0.001
1744,n+p+p+p+T3+Li7+C12,1,0.001
1745,n+p+p+D2+D2+T3+T3+C12+C12,1,0.001
1746,p+p+p+B12,1,0.001
1747,pi++n+n+n+n+p+p+p+T3+O18,1,0.001
1748,pi++n+n+n+n+n+n+p+p+He4+He4+He4+He4+He4,1,0.001
1749,n+p+p+p+T3+T3+T3,1,0.001
1750,n+n+n+n+n+p+p+D2+D2+D2+He3+C12,1,0.001
1751,pi-+n+n+p+p+C11,1,0.001
1752,n+n+n+p+p+D2+D2+He4+Al27,1,0.001
1753,n+n+n+n+n+n+n+n+p+p+p+p+p+p+D2+C12+C12,1,0.001
1754,Al27+Al27,1,0.001
1755,pi++n+n+n+n+n+p+Be7+C12,1,0.001
1756,n+n+n+n+p+p+p+p+p+D2+T3+C12,1,0.001
1757,pi-+n+n+n+n+p+p+p+p+He4+C12+O16,1,0.001
1758,pi-+n+p+p+B11+C12,1,0.001
1759,pi-+n+n+p+p+p+p+D2+T3+T3+N14,1,0.001
1760,n+p+p+Na25+Al27,1,0.001
1761,pi-+n+n+n+p+p+p+He4+He4+C12,1,0.001
1762,n+n+p+T3+He4+He4+C12,1,0.001
1763,pi-+n+n+n+p+p+p+p+p+D2+He4+C14,1,0.001
1764,pi-+n+He3+Mg24,1,0.001
1765,n+n+n+p+He3+Li6+C12,1,0.001
1766,pi-+n+n+n+p+p+p+p+D2+D2+He4+C13,1,0.001
1767,p+He4+Li8+C12,1,0.001
1768,pi++n+n+C12+C12+C12,1,0.001
1769,n+n+n+n+p+p+D2+D2+T3+He3+C12,1,0.001
1770,n+n+n+n+n+n+p+p+p+p+D2+D2+D2+C12+C12,1,0.001
1771,p+C12+C12+C12+C12,1,0.001
1772,pi++n+n+n+C12+C12+Mg25,1,0.001
1773,n+n+p+p+C11+Al27,1,0.001
1774,pi-+n+n+p+p+p+p+D2+He4+He4,1,0.001
1775,n+n+n+p+p+p+C12+Na23,1,0.001
1776,pi-+n+p+p+p+p+Be9+C12+C12+C12,1,0.001
1777,C12+C12+C13,1,0.001
1778,n+p+p+He4+Ne22,1,0.001
1779,pi-+n+n+n+p+p+D2+He3+He4+C12,1,0.001
1780,pi-+pi-+n+n+p+p+p+p+Be7,1,0.001
1781,pi++n+n+n+n+n+p+Be7+C12+C12,1,0.001
1782,n+n+p+D2+He4+He5,1,0.001
1783,n+n+n+n+n+p+p+p+p+p+p+He4+C12+C12,1,0.001
1784,n+n+p+He4+Li7,1,0.001
1785,n+n+n+n+n+p+p+p+D2+He4+C12+C12+C12+N14,1,0.001
1786,pi-+n+n+n+p+p+D2+He3+He4,1,0.001
1787,pi-+p+p+p+p+p+T3+T3+He4+C12,1,0.001
1788,pi++n+n+n+D2+D2+D2+He4+C12,1,0.001
1789,pi-+n+p+He3+He4+He4+C12+C12+C12,1,0.001
1790,n+n+D2+He4+C12+Ne20,1,0.001
1791,n+n+p+p+p+p+D2+He6,1,0.001
1792,pi-+n+n+Si26,1,0.001
1793,n+n+n+p+p+D2+Na22,1,0.001
1794,p+p+p+C12+C12+C12+C12+C12,1,0.001
1795,n+n+n+n+p+p+D2+He3+He3+C12,1,0.001
1796,n+n+p+p+p+He3+He6+C12,1,0.001
1797,n+n+n+n+n+p+p+p+p+p+D2+D2+T3+T3+He4+He4,1,0.001
1798,n+n+n+n+n+n+p+p+p+p+He4+C12+N14,1,0.001
1799,pi-+n+n+n+p+p+p+p+T3+He4,1,0.001
1800,pi-+n+p+p+D2+T3+He4+O16,1,0.001
1801,p+p+Mg27,1,0.001
1802,pi-+n+n+p+p+p+p+T3+He4+Al27,1,0.001
1803,pi-+n+n+n+n+p+p+p+p+D2+D2+O16,1,0.001
1804,pi++n+n+n+n+n+p+D2+He4+O16,1,0.001
1805,pi-+n+p+p+p+p+p+B10,1,0.001
1806,pi++n+n+n+n+n+p+p+Li7,1,0.001
1807,n+p+He3+Be9+C12,1,0.001
1808,n+p+p+Al27,1,0.001
1809,pi-+n+n+p+p+p+p+p+F21,1,0.001
1810,pi-+n+p+p+p+T3+Be7,1,0.001
1811,n+n+p+D2+D2+Li6+C12,1,0.001
1812,pi++n+n+p+p+D2+He7,1,0.001
1813,p+p+p+B12+C12+C12+C12+C12,1,0.001
1814,pi++n+n+n+n+n+p+p+He4+O17,1,0.001
1815,pi-+n+D2+D2+B8,1,0.001
1816,pi-+n+n+n+n+n+p+p+p+p+p+p+D2+C12,1,0.001
1817,pi++n+n+n+p+He3+He6,1,0.001
1818,pi++n+n+p+p+p+He8+C12,1,0.001
1819,p+D2+Be10+C12+C12,1,0.001
1820,pi-+n+n+n+C12+N10,1,0.001
1821,n+n+n+n+n+p+p+p+D2+D2+C12+O16,1,0.001
1822,n+p+p+He3+Be9+C12+C12,1,0.001
1823,n+n+n+n+p+p+p+p+C12+F20,1,0.001
1824,n+n+n+p+p+D2+D2+D2+T3,1,0.001
1825,n+p+p+p+p+C12+C13,1,0.001
1826,n+n+n+p+p+p+p+C12+F21,1,0.001
1827,pi-+n+n+p+C10+C13,1,0.001
1828,pi-+n+p+p+p+p+T3+F20,1,0.001
1829,n+n+n+n+p+p+p+p+He3+He4+C12+C12,1,0.001
1830,pi++n+n+n+n+n+p+p+T3+He3,1,0.001
1831,pi++n+n+p+D2+Be9,1,0.001
1832,n+n+n+n+n+n+p+p+p+D2+D2+He3+C12+Al27,1,0.001
1833,pi-+n+n+n+n+p+p+p+p+p+He4+C12+C12,1,0.001
1834,pi++n+n+n+n+n+Mg23,1,0.001
1835,n+n+n+p+D2+He3+He4+N15,1,0.001
1836,n+n+n+n+n+n+p+p+p+p+p+p+D2+T3+T3+He4+He4,1,0.001
1837,n+n+n+n+p+p+p+p+p+D2+N17,1,0.001
1838,pi-+n+n+p+p+p+C12+Na23,1,0.001
1839,n+n+n+p+p+D2+D2+T3+He4+He4+He4+He4,1,0.001
1840,n+n+p+p+D2+He4+He4+Al27,1,0.001
1841,pi++n+n+n+n+n+n+n+p+p+p+D2+O16,1,0.001
1842,n+n+n+p+C10+C12+C12,1,0.001
1843,n+n+n+n+p+p+p+D2+T3+He4+C12+C12+C12,1,0.001
1844,pi-+n+p+p+p+T3+Li6,1,0.001
1845,p+p+T3+Li8,1,0.001
1846,p+He4+Be9+Al27,1,0.001
1847,n+n+p+p+p+Li8+C12+C12+C12,1,0.001
1848,n+n+n+n+n+n+n+p+p+p+p+p+He4+He4+He4+He4+C12,1,0.001
1849,pi++n+n+n+p+B10+C12,1,0.001
1850,n+n+n+p+B9+C13,1,0.001
1851,n+n+p+p+p+D2+D2+D2+He4+C12,1,0.001
1852,pi-+n+n+n+p+p+p+p+C12+Ne21,1,0.001
1853,n+n+p+p+p+p+D2+He4+He4,1,0.001
1854,n+n+n+n+n+n+n+n+p+p+p+p+p+D2+N13,1,0.001
1855,n+n+p+p+He4+Li6+C12,1,0.001
1856,n+n+p+p+p+T3+Li6+C12,1,0.001
1857,n+n+n+p+p+p+Li7+C12+C12+C12,1,0.001
1858,n+p+p+p+p+T3+T3+He4,1,0.001
1859,pi-+n+n+p+p+p+p+p+T3+He4+C12+C12+Al27,1,0.001
1860,pi-+n+n+p+N11,1,0.001
1861,n+n+D2+He4+Li5+C12,1,0.001
1862,pi++n+n+n+p+p+D2+T3+T3,1,0.001
1863,n+n+p+p+p+p+p+B10+C12,1,0.001
1864,pi-+pi++n+n+n+n+p+p+D2+He4+O16,1,0.001
1865,D2+He4+Li7,1,0.001
1866,n+n+n+n+p+p+p+T3+He4+C12+C12,1,0.001
1867,n+n+n+n+n+n+p+p+p+p+D2+D2+D2+C12,1,0.001
1868,pi-+n+n+n+n+n+p+p+p+p+p+p+He4+C13,1,0.001
1869,n+n+n+n+p+He4+Li5,1,0.001
1870,n+n+n+n+p+C9,1,0.001
1871,n+n+p+p+D2+He4+He4+C13,1,0.001
1872,n+n+n+p+p+p+He4+He4+C12+C12+Al27,1,0.001
1873,pi-+n+n+D2+C9,1,0.001
1874,pi-+n+n+p+p+p+p+T3+T3+He4+He4+He4+He4,1,0.001
1875,pi-+n+n+n+n+p+p+p+p+D2+He3+C12,1,0.001
1876,n+n+p+p+p+p+Be9,1,0.001
1877,n+p+B11+C12+C12+Al27,1,0.001
1878,n+n+n+n+n+n+p+p+p+p+D2+He3+He4+Be9+C12+C12,1,0.001
1879,n+n+n+n+p+p+p+He4+He4+C12+C12,1,0.001
1880,n+p+p+p+Be10+C12+C12+C12,1,0.001
1881,n+n+n+n+n+p+D2+He3+He3,1,0.001
1882,pi-+p+p+T3+He4+He4+He4+C12,1,0.001
1883,n+n+n+p+He4+Li6+C12,1,0.001
1884,pi++n+n+n+n+p+p+p+He4+He4+C12,1,0.001
1885,n+n+n+n+n+n+p+p+p+p+p+He4+N14,1,0.001
1886,n+n+p+p+He4+Be7+C12,1,0.001
1887,pi-+n+n+p+p+p+p+He4+He4+C12+C12+C12,1,0.001
1888,pi-+n+p+p+p+D2+Li7+C12,1,0.001
1889,n+n+n+p+p+p+D2+D2+He4+C14,1,0.001
1890,n+n+n+n+p+He4+C12+Ne19,1,0.001
1891,pi++n+n+n+n+n+n+n+n+p+p+p+p+He4+C12,1,0.001
1892,n+n+n+n+p+p+p+He4+He4+C12+C13,1,0.001
1893,n+n+n+p+p+p+T3+He4+C12+Al27,1,0.001
1894,pi-+n+n+n+p+p+p+D2+T3+He3,1,0.001
1895,n+p+p+p+p+p+Be10,1,0.001
1896,n+n+n+p+He4+He4+He4+C12+C12,1,0.001
1897,n+n+n+n+p+p+p+D2+He4+He4+C12,1,0.001
1898,n+n+n+n+p+p+p+T3+He3+C12+C12,1,0.001
1899,n+n+n+n+n+p+p+He3+He3+He4+He4+He4+He4,1,0.001
1900,n+n+n+p+p+T3+Ne20,1,0.001
1901,n+p+D2+Be9+C12+C12,1,0.001
1902,n+D2+D2+D2+Li6,1,0.001
1903,n+p+p+D2+Li8+C12+Al27,1,0.001
1904,pi++n+p+T3+Li8,1,0.001
1905,n+n+n+p+p+D2+D2+T3+C12+O16,1,0.001
1906,pi++n+n+n+n+n+n+p+p+p+p+T3+C12,1,0.001
1907,n+p+p+p+He4+Li7+C12+C12+C12,1,0.001
1908,pi++n+n+n+n+p+p+p+He6+C12,1,0.001
1909,p+p+p+C13,1,0.001
1910,pi-+n+n+n+p+p+D2+He3+He3,1,0.001
1911,n+n+n+n+p+p+p+Be7+C12+C12,1,0.001
1912,pi-+n+n+p+p+D2+Be7+C12+C12+C12+C12,1,0.001
1913,pi++n+n+p+p+Ne24,1,0.001
1914,n+n+n+p+p+p+p+T3+He4+C12+C12+C12,1,0.001
1915,n+n+p+p+p+D2+F21,1,0.001
1916,p+B13+C12,1,0.001
1917,n+n+D2+C12+C12+Mg24,1,0.001
1918,pi++n+n+n+n+p+He4+He4+C12+C12+C12,1,0.001
1919,n+n+n+p+T3+He3+He4,1,0.001
1920,p+D2+T3+He4+He4,1,0.001
1921,n+n+n+n+n+p+p+p+D2+D2+D2+N14+Al27,1,0.001
1922,n+n+n+n+p+p+p+D2+T3+C12+O16,1,0.001
1923,n+n+p+p+p+p+D2+He4+He4+C12,1,0.001
1924,n+p+p+Be10+C13,1,0.001
1925,n+n+n+p+D2+D2+D2+He3+C12,1,0.001
1926,n+n+n+p+p+T3+He4+He4+C12,1,0.001
1927,n+n+p+He3+Li7+C12,1,0.001
1928,pi-+n+n+p+C10+Al27,1,0.001
1929,n+n+n+n+p+p+D2+D2+He3+Al27,1,0.001
1930,n+n+n+p+D2+Be7+C12+C12+C12,1,0.001
1931,pi++n+n+p+D2+D2+T3+He4+C12+C12+C12,1,0.001
1932,pi++n+n+p+C12+C12,1,0.001
1933,pi-+n+n+p+Al25,1,0.001
1934,n+n+n+n+n+n+p+p+p+p+He3+Al27,1,0.001
1935,pi-+pi++n+He4+He4+He4,1,0.001
1936,pi-+n+n+n+n+n+p+p+Mg21,1,0.001
1937,p+p+p+p+C12+C12+Al27,1,0.001
1938,pi-+n+n+p+p+p+C13+Na23,1,0.001
1939,n+n+n+n+n+n+p+p+p+p+p+D2+He4+He4+He4+He4,1,0.001
1940,n+n+n+n+n+p+p+p+p+He4+C12+C12+C12,1,0.001
1941,pi++n+n+n+n+n+n+n+p+p+D2+D2+D2+N13,1,0.001
1942,n+n+n+n+n+n+p+p+He3+He4+N13,1,0.001
1943,n+n+n+n+p+p+p+D2+D2+D2+D2+C13,1,0.001
1944,p+p+p+C12+C12+Al27,1,0.001
1945,n+n+n+n+n+p+p+p+p+D2+D2+D2+D2+He4+He4+He4+C12,1,0.001
1946,pi-+n+n+n+n+p+p+p+p+p+He4+C12+C12+C12,1,0.001
1947,n+p+p+T3+He4+Li6,1,0.001
1948,n+n+p+p+p+C12+C12+Al26,1,0.001
1949,pi++n+n+n+n+n+n+p+p+p+p+He4+C12,1,0.001
1950,pi-+n+n+n+n+p+p+p+Be7,1,0.001
1951,n+n+p+p+p+C11+C12,1,0.001
1952,n+p+T3+He4+He4+Al27,1,0.001
1953,pi-+n+n+p+p+p+p+He4+He4+C12+N15,1,0.001
1954,pi++n+n+He4+Li7+C12+C12,1,0.001
1955,n+n+n+n+p+p+D2+D2+He3+C12+C12,1,0.001
1956,n+n+n+p+p+Be9+C12,1,0.001
1957,pi++n+n+n+n+n+p+p+p+D2+He4+C14,1,0.001
1958,pi-+n+n+p+p+p+T3+Ne20,1,0.001
1959,pi-+n+n+p+p+p+C10,1,0.001
1960,n+p+p+T3+Na23,1,0.001
1961,n+n+p+p+He4+He4+He4,1,0.001
1962,pi-+n+n+n+p+p+He3+He4+He4+C12,1,0.001
1963,n+n+n+n+n+p+p+p+p+T3+He4+C12+C12,1,0.001
1964,n+n+p+p+p+D2+T3+He4+C12+C12,1,0.001
1965,n+n+n+n+n+p+p+p+p+D2+D2+D2+D2+B11,1,0.001
1966,n+p+p+D2+Ne23,1,0.001
1967,p+p+p+p+p+He4+Be9,1,0.001
1968,pi++n+n+n+He3+Li7,1,0.001
1969,n+n+n+p+He3+He3+He4+C12,1,0.001
1970,n+p+p+D2+B10+C12+C12+C12,1,0.001
1971,pi-+n+n+p+p+p+p+D2+He5,1,0.001
1972,n+p+p+He4+Li7+C12+C12,1,0.001
1973,pi++n+n+n+n+n+p+p+Li6+C12+C12,1,0.001
1974,n+n+n+p+p+p+p+p+p+He4+He4,1,0.001
1975,n+n+n+n+p+p+p+D2+D2+He3+C12+C12+N15,1,0.001
1976,n+p+p+p+Be10+C12+C12+Al27,1,0.001
1977,pi-+p+He4+He4+He4+C12+C12+C12,1,0.001
1978,n+n+n+p+p+p+T3+He4+He4+B11,1,0.001
1979,pi-+n+n+p+p+p+p+D2+Li6,1,0.001
1980,pi-+n+n+n+p+p+p+D2+He3+He3,1,0.001
1981,n+n+n+n+p+p+p+p+p+Ne21,1,0.001
1982,pi-+n+p+p+p+B10+C12+C12+C12,1,0.001
1983,p+p+p+He4+C12+Na24,1,0.001
1984,pi-+n+n+n+p+p+p+p+p+D2+He4+C12+C12,1,0.001
1985,pi-+n+p+p+p+D2+T3+He4+C12+C13,1,0.001
1986,p+p+p+C12+C12+C12+C12+C13,1,0.001
1987,n+n+n+n+n+n+n+n+p+p+p+p+p+He3+He4+He4+He4,1,0.001
1988,pi-+n+n+p+p+D2+He3+He4+Al27,1,0.001
1989,n+n+p+D2+D2+T3+He3+C12,1,0.001
1990,n+n+D2+D2+He4+He4,1,0.001
1991,pi++n+n+n+p+D2+D2+D2+T3,1,0.001
1992,pi-+n+n+p+p+p+Be9,1,0.001
1993,n+p+p+p,1,0.001
1994,pi-+n+p+D2+Mg24,1,0.001
1995,pi-+n+n+n+p+p+D2+He4+F17,1,0.001
1996,n+p+p+p+C12+Ne24,1,0.001
1997,n+p+p+He4+He4+He4+C12+C12+C12+Al27,1,0.001
1998,pi++n+n+n+n+p+p+D2+He5+C12,1,0.001
1999,pi-+n+n+p+D2+D2+Be6,1,0.001
2000,pi++n+n+n+n+n+n+p+p+p+T3+He4+He4+He4+He4,1,0.001
2001,n+n+n+n+n+n+p+p+p+p+p+F18,1,0.001
2002,n+n+p+p+Na24+Al27,1,0.001
2003,n+p+D2+Be10+C12,1,0.001
2004,pi-+n+n+n+n+p+p+p+p+p+Li5,1,0.001
2005,p+p+D2+Be10+C12,1,0.001
2006,pi++n+n+n+n+p+p+D2+T3+He3,1,0.001
2007,p+p+p+p+p+p+C12+C12+C12+C12+C12+C12,1,0.001
2008,n+n+n+p+p+D2+T3+He3+C12,1,0.001
2009,pi++n+n+n+n+n+D2+He3+He3,1,0.001
2010,n+n+n+n+n+n+p+p+p+He3+C12+O16,1,0.001
2011,n+n+n+n+n+n+p+p+p+p+p+D2+T3+C12+Al27,1,0.001
2012,pi-+n+p+p+C11+C12+C12+C12,1,0.001
2013,pi++n+n+n+p+p+D2+F21,1,0.001
2014,n+n+n+n+p+p+p+p+T3+He3+C12,1,0.001
2015,pi-+n+n+p+p+p+p+p+p+T3+He4+C12,1,0.001
2016,n+n+He3+He4+He4+C13,1,0.001
2017,n+n+n+n+p+p+p+C12+C12+Na22,1,0.001
2018,n+p+D2+C12+C12+Mg25,1,0.001
2019,pi-+p+p+B11+Al27,1,0.001
2020,n+n+n+p+p+B9+C12+C12,1,0.001
2021,pi++n+n+n+n+n+n+p+p+He4+He4+C12,1,0.001
2022,n+n+n+n+p+He4+Li4,1,0.001
2023,n+p+D2+Be9+Al27,1,0.001
2024,n+n+p+p+He4+Li6+C12+C12+C12,1,0.001
2025,pi-+n+p+p+p+p+D2+T3+He4+C12,1,0.001
2026,n+n+n+n+n+p+p+p+p+D2+T3,1,0.001
2027,n+n+n+n+n+n+p+p+p+D2+D2+He3+He4+He4+He4+C12+C12,1,0.001
2028,p+p+p+p+C12+C12+C13,1,0.001
2029,n+n+n+n+n+p+D2+D2+Ne18,1,0.001
2030,pi-+p+p+He4+Li7+C12+C12+C12,1,0.001
2031,pi-+n+p+He4+Be7+Al27,1,0.001
2032,p+p+p+He4+Be9+C12+C12,1,0.001
2033,n+n+n+n+p+p+p+p+D2+T3+He4+B11,1,0.001
2034,n+p+p+D2+B10,1,0.001
2035,n+n+n+n+n+n+p+p+p+p+p+D2+C12+O16,1,0.001
2036,n+n+n+n+n+n+p+p+p+p+p+D2+D2+C13,1,0.001
2037,pi++n+n+n+p+p+D2+He4+He4,1,0.001
2038,n+n+n+n+n+n+n+p+p+p+p+p+He4+C12+C12+C12,1,0.001
2039,p+p+p+p+p+p+C12+C12+C12+C12+C12+C13,1,0.001
2040,pi-+n+n+n+n+n+n+n+p+p+p+p+p+p+p+D2+C12,1,0.001
2041,p+C12+C12+C12+Al27,1,0.001
2042,n+p+p+p+C12+Mg26,1,0.001
2043,pi-+n+p+p+B11+C12+Al27,1,0.001
2044,n+p+C12+C12+C12+Al27,1,0.001
2045,n+n+n+n+n+p+p+p+p+C12+Ne20,1,0.001
2046,p+p+D2+Be10,1,0.001
2047,n+n+p+p+p+p+T3+F20,1,0.001
2048,pi-+n+p+p+B10+C12+C12+C12,1,0.001
2049,n+n+n+n+n+n+n+n+p+p+p+p+p+p+He3+He4+Li7,1,0.001
2050,n+n+p+D2+D2+D2+D2+D2,1,0.001
2051,pi++n+n+n+n+n+n+p+p+D2+D2+C12+O16,1,0.001
2052,pi++n+n+n+n+p+p+He4+He4+C13,1,0.001
2053,n+n+n+p+p+p+p+He4+He4+Al27,1,0.001
2054,pi-+n+n+n+n+n+p+p+p+p+p+Li5,1,0.001
2055,pi++n+n+n+He4+Li6+C12+C12,1,0.001
2056,n+n+n+C11+C12,1,0.001
2057,n+n+n+p+D2+D2+D2+He4,1,0.001
2058,n+p+p+T3+T3+He4+C12+Al27,1,0.001
2059,n+n+n+n+n+n+p+p+p+p+p+p+N16,1,0.001
2060,n+p+B12+C12+C12,1,0.001
2061,pi-+n+p+D2+D2+Be7+C12,1,0.001
2062,n+n+n+n+p+p+p+D2+He4+C12+Al27,1,0.001
2063,pi++n+n+n+n+p+He4+He4+N15,1,0.001
2064,pi-+p+p+B11+C13+Al27,1,0.001
2065,n+p+p+p+p+T3+He4+He4,1,0.001
2066,n+n+n+n+n+p+p+D2+He3+He4+He4+He4+He4,1,0.001
2067,n+n+n+n+p+p+He4+Ne19,1,0.001
2068,pi-+pi++n+n+p+D2+He4+He4+C12,1,0.001
