,Reaction Products,Counts,Frequency [%]
0,n+p+B11,9781,9.780999999999999
1,n+n+n+p+p+He4+He4,9118,9.118
2,n+n+C11,7843,7.843
3,,4790,4.79
4,n+n+p+B10,4111,4.111
5,n+n+p+D2+He4+He4,3995,3.995
6,n+He4+He4+He4,3341,3.341
7,pi-+n+p+C11,2620,2.62
8,pi-+n+n+p+p+p+He4+He4,2135,2.1350000000000002
9,n+C12,1714,1.714
10,n+n+n+n+p+p+p+D2+He4,1418,1.418
11,n+p+T3+He4+He4,1405,1.405
12,n+p,1340,1.34
13,n+p+B11+C12,1289,1.2890000000000001
14,n+p+p+Be10,1234,1.234
15,n+n+n+p+p+He4+He4+C12,1233,1.233
16,pi-+n+p+p+D2+He4+He4,1017,1.0170000000000001
17,n+n+C11+C12,1003,1.0030000000000001
18,n+n+n+n+n+p+p+p+p+He4,982,0.9820000000000001
19,n+n+n+p+p+p+T3+He4,957,0.9570000000000001
20,pi++n+n+n+n+p+He4+He4,910,0.91
21,pi-+n+p+p+B10,884,0.8840000000000001
22,n+p+p+B11,792,0.792
23,pi++n+n+B11,772,0.772
24,n+n+p+p+Be9,764,0.764
25,n+n+He3+He4+He4,736,0.736
26,n+n+n+p+p+p+He4+He4,729,0.729
27,n+n+n+n+p+p+He3+He4,694,0.694
28,pi++n+n,684,0.6839999999999999
29,n+n+p+C11,659,0.659
30,C12,590,0.59
31,n+p+He4+He4+He4,584,0.584
32,n+p+C12,542,0.542
33,n+n+p+D2+He4+He4+C12,510,0.51
34,n+n+p+B10+C12,497,0.49699999999999994
35,n+n+n+p+p+D2+D2+He4,469,0.469
36,n+He4+He4+He4+C12,451,0.451
37,p,443,0.443
38,pi-+p+p+B11,411,0.411
39,n+n+p+p+B10,395,0.395
40,n+n+n+C10,382,0.382
41,n+p+He4+Li7,361,0.361
42,pi++n+n+n+D2+He4+He4,334,0.334
43,n+n+n+p+B9,331,0.331
44,n+n+p+p+D2+He4+He4,324,0.32399999999999995
45,pi-+n+p+He3+He4+He4,317,0.317
46,n+n+n+n+p+p+Be7,297,0.297
47,n+n+He4+Be7,297,0.297
48,pi-+n+p+C11+C12,297,0.297
49,pi-+n+n+p+p+p+He4+He4+C12,291,0.291
50,n+p+Mg26,290,0.29
51,pi++n+n+n+B10,284,0.28400000000000003
52,n+n+p+p+D2+T3+He4,273,0.27299999999999996
53,n+n+n+p+Mg24,272,0.272
54,p+C12,266,0.266
55,pi-+p+He4+He4+He4,253,0.253
56,p+B12,250,0.25
57,n+n+n+p+p+p+Li7,239,0.23900000000000002
58,pi-+p+p,226,0.22599999999999998
59,n+C12+C12,225,0.22499999999999998
60,n+n+Al26,222,0.22200000000000003
61,n+p+p+B11+C12,213,0.213
62,pi++n+n+T3+He4+He4,206,0.20600000000000002
63,n+n+n+p+D2+He3+He4,204,0.20400000000000001
64,n+n+p+Mg25,193,0.193
65,pi++n+n+p+Be10,186,0.186
66,n+n+n+n+p+p+p+D2+He4+C12,185,0.185
67,n+n+p+C11+C12,185,0.185
68,C12+C12,185,0.185
69,n+p+T3+He4+He4+C12,173,0.173
70,pi-+n+n+n+p+p+p+p+D2+He4,170,0.16999999999999998
71,n+p+He4+He4+He4+C12,169,0.169
72,pi-+n+n+p+C10,168,0.168
73,n+n+p+He4+Li6,166,0.166
74,pi-+n+n+n+p+p+p+He3+He4,161,0.161
75,n+n+n+p+p+p+He4+He4+C12,160,0.16
76,p+p,160,0.16
77,n+p+p+Be10+C12,160,0.16
78,n+n+C12,158,0.158
79,n+n+n+p+p+Na23,153,0.153
80,n+p+B11+C12+C12,153,0.153
81,n+n+n+n+p+p+p+Li6,142,0.14200000000000002
82,pi++n+n+n+n+n+p+p+D2+He4,139,0.13899999999999998
83,n+n+n+p+p+He4+He4+C12+C12,139,0.13899999999999998
84,pi-+n+n+p+p+p+p+T3+He4,138,0.13799999999999998
85,n+p+p+T3+He4+He4,131,0.131
86,pi++n+n+n+n+p+He4+He4+C12,125,0.125
87,n+n+n+n+n+n+p+p+p+p+p+D2,124,0.124
88,n+n+n+n+n+p+p+p+p+He4+C12,122,0.122
89,pi++n+n+n+n+p+p+T3+He4,122,0.122
90,n+p+p+p+Be10,119,0.11900000000000001
91,n+n+n+n+n+p+p+p+p+D2+D2,118,0.11800000000000001
92,n+p+C12+C12,118,0.11800000000000001
93,n+n+n+n+n+n+n+p+p+p+p+p+p,117,0.117
94,pi-+n+p+p+D2+He4+He4+C12,116,0.116
95,n+n+n+p+p+p+T3+He4+C12,111,0.11100000000000002
96,n+n+n+n+n+p+p+p+D2+He3,110,0.11
97,pi-+n+p+He4+Be7,110,0.11
98,n+n+p+p+Be9+C12,110,0.11
99,p+p+p,108,0.108
100,pi-+n+n+p+p+B9,108,0.108
101,pi++n+n+B11+C12,106,0.106
102,pi++n+n+n+p+Be9,106,0.106
103,n+n+He3+He4+He4+C12,105,0.105
104,n+n+C11+C12+C12,105,0.105
105,pi-+p+p+T3+He4+He4,104,0.104
106,p+C12+C12,100,0.1
107,n+n+n+n+p+p+p+p+D2+T3,98,0.098
108,pi-+n+p+p+B10+C12,96,0.096
109,n+n+p+B11,96,0.096
110,pi-+n+p+p+C11,94,0.094
111,pi-+n+p+p+p+Be9,93,0.093
112,pi++n+n+C12,92,0.092
113,n+n+n+n+p+p+p+Ne21,91,0.091
114,n+n+p+p+B10+C12,88,0.08800000000000001
115,n+n+n+p+p+p+Ne22,88,0.08800000000000001
116,n+p+p+C12,86,0.086
117,pi-+n+n+n+p+p+p+Be7,86,0.086
118,pi-+n+n+n+n+p+p+p+p+p+He4,83,0.083
119,pi-+n+n+p+p+p+D2+D2+He4,82,0.082
120,p+p+C12,82,0.082
121,n+n+n+n+p+p+He3+He4+C12,81,0.08099999999999999
122,n+p+p+He4+He4+He4,81,0.08099999999999999
123,n+p+D2+Be9,81,0.08099999999999999
124,n+n+p+p+D2+He4+He4+C12,79,0.079
125,n+n+n+n+n+n+p+p+p+p+He3,78,0.078
126,n+n+p+He3+He4+He4,77,0.077
127,n+n+n+n+n+p+p+p+Ne20,76,0.076
128,p+p+p+p,75,0.075
129,pi-+p+p+p+Be10,73,0.073
130,pi-+n+n+p+p+D2+He3+He4,73,0.073
131,pi-+n+n+p+p+p+p+He4+He4,71,0.07100000000000001
132,n+n+p+T3+He3+He4,71,0.07100000000000001
133,n+D2+D2+He4+He4,69,0.06899999999999999
134,n+n+p+p+p+Li8,68,0.068
135,p+p+p+p+C12,68,0.068
136,n+n+p+B10+C12+C12,68,0.068
137,n+n+p+p+p+Be9,68,0.068
138,n+n+n+p+p+D2+Li6,68,0.068
139,n+n+n+n+n+p+p+p+He4+O16,67,0.067
140,n+n+n+n+p+p+p+p+D2+He4,66,0.066
141,n+n+n+n+n+p+p+p+p+p+T3,66,0.066
142,n+n+n+p+D2+Be7,66,0.066
143,pi++n+n+He4+Li7,63,0.063
144,pi++n+n+n+n+n+n+p+p+p+He4,62,0.062
145,n+n+n+p+He4+Li5,62,0.062
146,pi-+n+p+Al26,62,0.062
147,n+n+n+p+B9+C12,60,0.06
148,pi++n+n+n+n+p+D2+D2+He4,57,0.056999999999999995
149,pi++n+n+n+p+D2+T3+He4,55,0.055
150,n+n+n+p+p+p+p+T3+He4,55,0.055
151,n+n+n+n+n+p+p+p+Li5,55,0.055
152,n+n+He4+He4+He4,55,0.055
153,n+p+p+T3+T3+He4,54,0.054
154,pi-+n+p+p+p+D2+T3+He4,53,0.053
155,n+p+p+p+B11,53,0.053
156,pi-+p+p+B11+C12,53,0.053
157,n+p+p+He4+He4+He4+C12,52,0.052
158,p+p+p+C12,52,0.052
159,pi++n+n+n+n+n+p+He3+He4,52,0.052
160,n+n+p+p+C11,51,0.051000000000000004
161,n+p+He4+He4+He4+C12+C12,51,0.051000000000000004
162,pi++n+n+n+n+p+p+He4+He4,50,0.05
163,n+n+n+p+p+D2+D2+He4+C12,49,0.049
164,n+n+p+D2+D2+D2+He4,49,0.049
165,n+n+p+p+D2+Li7,48,0.048
166,pi++n+n+n+n+p+p+Li7,48,0.048
167,n+p+C12+Mg26,47,0.047
168,n+n+n+n+p+p+p+T3+He3,47,0.047
169,n+p+p+He4+He6,47,0.047
170,pi-+p+C12,46,0.046
171,n+p+B12,46,0.046
172,n+n+n+p+p+p+p+He4+He4,45,0.045
173,n+n+n+n+n+p+p+p+p+p+He4,45,0.045
174,n+n+n+n+p+p+He4+He4,44,0.044000000000000004
175,pi-+n+p+C11+C12+C12,44,0.044000000000000004
176,pi++n+n+n+D2+He4+He4+C12,44,0.044000000000000004
177,n+p+p+C12+C12,44,0.044000000000000004
178,n+n+p+He4+Be7,44,0.044000000000000004
179,n+n+p+D2+He4+He4+C12+C12,43,0.043
180,pi-+n+p+p+He4+Li6,43,0.043
181,n+p+p+p+Li9,43,0.043
182,n+He4+He4+He4+C12+C12,43,0.043
183,n+n+n+n+p+p+D2+D2+He3,41,0.041
184,n+p+He4+Li7+C12,41,0.041
185,pi-+n+p+p+p+D2+He4+He4,41,0.041
186,n+n+n+n+p+p+p+D2+D2+D2,40,0.04
187,n+n+p+p+Na24,39,0.039
188,n+p+p,38,0.038
189,n+n+n+p+p+He4+He4+Al27,38,0.038
190,n+D2+B10,38,0.038
191,n+n+n+n+p+p+p+He3+He4,37,0.037
192,n+n+n+p+p+p+Li7+C12,37,0.037
193,p+p+p+p+p+C12,37,0.037
194,n+n+p+p+p+B10,37,0.037
195,n+n+n+n+p+p+D2+Li5,37,0.037
196,pi++n+n+n+B10+C12,37,0.037
197,n+p+p+B11+C12+C12,36,0.036000000000000004
198,p+p+C12+C12,36,0.036000000000000004
199,p+p+p+p+p,36,0.036000000000000004
200,pi-+n+n+p+p+Mg24,35,0.034999999999999996
201,p+p+p+p+C12+C12,35,0.034999999999999996
202,n+n+n+p+C12+Mg24,35,0.034999999999999996
203,n+n+n+n+p+p+D2+He4+O16,34,0.034
204,n+p+B11+Al27,34,0.034
205,pi++n+n+p+B11,34,0.034
206,p+B12+C12,34,0.034
207,n+n+n+n+p+p+Be7+C12,34,0.034
208,n+n+n+p+p+p+D2+D2+T3,34,0.034
209,n+n+n+p+p+p+p+He6,34,0.034
210,n+p+p+T3+He4+He4+C12,33,0.033
211,n+p+C12+C12+C12,33,0.033
212,n+n+n+p+D2+He4+He4,33,0.033
213,pi-+n+p+He3+He4+He4+C12,32,0.032
214,pi-+p+He4+He4+He4+C12,32,0.032
215,n+n+p+p+D2+T3+He4+C12,32,0.032
216,n+n+He4+Be7+C12,32,0.032
217,n+n+n+p+C10,31,0.031
218,n+n+n+C10+C12,31,0.031
219,n+n+C11+Al27,31,0.031
220,pi-+n+p+p+p+B10,30,0.03
221,n+n+C12+Al26,30,0.03
222,p+D2+Be10,30,0.03
223,p+p+B12,29,0.029
224,n+n+n+p+p+p+He4+He4+C12+C12,29,0.029
225,pi-+n+p+He4+He4+He4,28,0.027999999999999997
226,pi++n+n+T3+He4+He4+C12,28,0.027999999999999997
227,n+n+n+p+p+p+D2+D2+He4,28,0.027999999999999997
228,n+p+p+He4+Li7,28,0.027999999999999997
229,n+n+n+p+p+p+p+T3+T3,27,0.027
230,n+p+p+p+Be10+C12,27,0.027
231,pi-+p+D2+D2+He4+He4,27,0.027
232,pi-+n+n+p+p+D2+Be7,27,0.027
233,n+n+p+C11+C12+C12,27,0.027
234,Al27,26,0.026
235,n+n+n+n+p+B8,26,0.026
236,n+n+n+p+p+B9,26,0.026
237,pi-+n+n+p+p+p+He4+He4+C12+C12,26,0.026
238,n+n+C12+C12,26,0.026
239,n+C12+C12+C12,26,0.026
240,pi-+p+p+C12,25,0.025
241,n+Al27,25,0.025
242,n+n+n+p+He4+Ne20,25,0.025
243,pi-+n+n+p+p+p+p+He4+He4+C12,25,0.025
244,n+n+n+n+n+p+p+He3+He3,25,0.025
245,n+n+p+C12,24,0.024
246,pi++n+n+p+Be10+C12,24,0.024
247,n+n+n+n+p+p+D2+Ne20,24,0.024
248,pi-+p+D2+B10,24,0.024
249,n+n+n+n+p+p+Na22,24,0.024
250,pi-+n+n+p+p+He4+Li5,24,0.024
251,n+n+p+C12+Mg25,23,0.023
252,n+n+n+He4+Be6,23,0.023
253,p+p+p+p+p+C12+C12,23,0.023
254,p+C12+C12+C12,23,0.023
255,C12+C12+C12,23,0.023
256,n+n+n+p+p+Mg24,22,0.022000000000000002
257,n+n+p+p+p+D2+T3+He4,22,0.022000000000000002
258,n+p+p+He4+He4+He4+C12+C12,22,0.022000000000000002
259,n+p+p+T3+Li7,22,0.022000000000000002
260,n+n+n+p+p+D2+T3+He3,22,0.022000000000000002
261,p+p+p+C12+C12,21,0.021
262,n+n+p+B10+Al27,21,0.021
263,n+n+p+He4+Li6+C12,21,0.021
264,n+n+n+n+n+p+p+p+He4+He4+C12,21,0.021
265,n+p+Al27,21,0.021
266,pi-+n+p+D2+B9,21,0.021
267,n+p+p+p+B11+C12,21,0.021
268,pi-+p+p+He4+Li7,20,0.02
269,n+n+n+p+p+C12+Na23,20,0.02
270,n+n+n+n+n+p+p+p+p+He4+N15,20,0.02
271,n+n+n+p+He4+He4+O16,20,0.02
272,pi++n+n+n+n+n+p+Be7,20,0.02
273,n+n+n+p+B10,20,0.02
274,pi-+n+n+n+p+p+p+p+D2+He4+C12,20,0.02
275,n+n+p+He3+He4+He4+C12,20,0.02
276,pi-+n+n+n+p+p+p+He4+He4,20,0.02
277,n+n+n+n+p+p+p+Li6+C12,20,0.02
278,pi-+n+p+p+Mg25,20,0.02
279,pi-+n+n+p+p+p+p+Li7,20,0.02
280,n+n+p+p+Be9+C12+C12,20,0.02
281,n+n+n+n+p+p+p+D2+He4+C12+C12,19,0.019
282,pi++n+n+n+n+p+p+T3+He4+C12,19,0.019
283,n+n+p+p+Mg25,19,0.019
284,n+p+p+C12+C12+C12,19,0.019
285,n+n+p+p+B10+C12+C12,19,0.019
286,pi++n+n+n+p+D2+He4+He4,19,0.019
287,pi-+n+p+p+C11+C12,19,0.019
288,n+p+p+p+C12,19,0.019
289,pi-+n+n+n+p+p+p+p+Li6,19,0.019
290,pi++n+n+n+p+Be9+C12,19,0.019
291,pi-+n+n+p+p+p+Na23,19,0.019
292,p+He4+Be9,19,0.019
293,p+p+p+p+p+p,19,0.019
294,pi++n+n+n+n+D2+He3+He4,19,0.019
295,pi-+n+p+p+D2+He4+He4+C12+C12,18,0.018000000000000002
296,n+n+n+n+n+n+p+p+p+p+p+D2+C12,18,0.018000000000000002
297,p+p+p+p+p+p+C12,18,0.018000000000000002
298,pi++n+n+p+T3+He4+He4,18,0.018000000000000002
299,n+n+n+n+n+p+p+Be6,18,0.018000000000000002
300,n+n+n+p+p+p+p+He4+He4+C12,18,0.018000000000000002
301,n+n+p+Al26,18,0.018000000000000002
302,pi-+n+n+p+p+p+D2+Li6,18,0.018000000000000002
303,n+p+p+Mg26,18,0.018000000000000002
304,pi++n+n+n+n+n+p+p+Li6,17,0.017
305,n+n+D2+B9,17,0.017
306,pi++n+n+p+T3+T3+He4,17,0.017
307,n+n+p+D2+He4+He4+Al27,17,0.017
308,p+p+p+p+p+p+C12+C12,17,0.017
309,pi-+n+n+p+p+p+p+T3+He4+C12,17,0.017
310,n+p+p+Na25,17,0.017
311,pi-+n+p+p+D2+D2+D2+He4,17,0.017
312,n+n+n+n+n+n+p+p+p+p+D2+O16,17,0.017
313,n+n+n+p+p+p+T3+He4+C12+C12,17,0.017
314,n+n+n+p+p+T3+Li5,17,0.017
315,n+n+p+p+T3+Li6,17,0.017
316,n+n+n+p+D2+He3+He4+C12,17,0.017
317,pi-+n+n+p+C10+C12,16,0.016
318,n+n+n+He3+He3+He4,16,0.016
319,n+p+B11+C12+C12+C12,16,0.016
320,n+p+p+Be10+C12+C12,16,0.016
321,pi++n+n+p,16,0.016
322,n+n+p+p+Be10,16,0.016
323,n+n+n+n+n+n+n+p+p+p+p+p+p+C12,16,0.016
324,n+n+n+n+p+p+p+D2+He4+N15,16,0.016
325,n+n+n+C11,16,0.016
326,pi-+n+n+p+p+B9+C12,16,0.016
327,n+p+T3+He4+He4+C12+C12,16,0.016
328,n+n+n+n+n+p+p+p+p+p+He4+C12,16,0.016
329,n+n+n+n+n+n+n+p+p+p+p+p+O16,16,0.016
330,pi-+p+p+He4+He4+He4,15,0.015
331,n+n+p+p+p+D2+He4+He4,15,0.015
332,n+n+n+p+p+p+Na23,15,0.015
333,n+n+p+p+C11+C12,15,0.015
334,n+n+n+n+C9,15,0.015
335,n+n+D2+Mg24,15,0.015
336,pi++n+n+p+p+Li9,15,0.015
337,n+n+n+n+p+p+p+p+D2+He4+C12,15,0.015
338,n+n+n+n+p+p+He3+He4+C12+C12,15,0.015
339,pi-+n+n+n+p+p+p+He3+He4+C12,15,0.015
340,n+n+n+p+p+p+p+T3+He4+C12,15,0.015
341,pi-+n+N12,15,0.015
342,n+n+n+p+p+p+p+Li7,15,0.015
343,n+p+B11+C13,15,0.015
344,pi++n+n+n+n+p+He4+He4+C12+C12,15,0.015
345,n+p+p+Be10+Al27,14,0.013999999999999999
346,n+D2+D2+He4+He4+C12,14,0.013999999999999999
347,n+n+p+D2+He4+He4+C12+C12+C12,14,0.013999999999999999
348,pi++n+n+p+He4+He6,14,0.013999999999999999
349,p+D2+B11,14,0.013999999999999999
350,pi++n+B12,14,0.013999999999999999
351,n+n+C11+C12+C12+C12,14,0.013999999999999999
352,pi-+n+n+n+n+p+p+p+p+Li5,14,0.013999999999999999
353,n+He4+He4+He4+Al27,14,0.013999999999999999
354,n+n+p+He4+Be7+C12,14,0.013999999999999999
355,pi-+n+n+p+He4+Be6,14,0.013999999999999999
356,n+n+He3+He4+He4+C12+C12,13,0.013
357,n+n+p+T3+Be7,13,0.013
358,n+n+p+p+He4+Li6,13,0.013
359,pi-+n+n+n+p+p+p+D2+Li5,13,0.013
360,n+n+n+n+n+p+p+p+p+D2+D2+C12,13,0.013
361,p+p+p+p+p+C12+C12+C12,13,0.013
362,pi-+n+p+p+p+Be9+C12,13,0.013
363,n+p+p+p+He4+He4+He4,13,0.013
364,n+n+n+n+n+p+p+p+p+p+T3+C12,13,0.013
365,pi-+n+n+p+p+p+He4+He4+Al27,13,0.013
366,n+p+p+T3+T3+He4+C12,13,0.013
367,n+n+n+n+p+p+p+Be7,13,0.013
368,n+n+p+p+p+D2+He6,13,0.013
369,n+n+p+p+p+Ne23,13,0.013
370,pi-+n+n+p+p+p+D2+D2+He4+C12,13,0.013
371,n+p+D2+D2+T3+He4,13,0.013
372,n+p+p+p+He4+He4+He4+C12,12,0.012
373,n+n+n+n+n+p+p+p+p+F19,12,0.012
374,n+n+n+Al25,12,0.012
375,pi-+p+p+p,12,0.012
376,pi-+n+n+n+n+p+p+p+p+Ne20,12,0.012
377,pi-+n+n+n+p+p+p+Be7+C12,12,0.012
378,n+n+p+p+p+Be9+C12,12,0.012
379,n+n+n+p+p+D2+He3+He4,12,0.012
380,pi++n+n+n+p+D2+Li7,12,0.012
381,pi++n+n+B11+C12+C12,12,0.012
382,n+n+n+n+n+n+p+p+p+p+D2+He4+C12,12,0.012
383,pi-+p+p+p+B11,12,0.012
384,pi-+p+p+T3+He4+He4+C12,12,0.012
385,n+n+n+n+p+D2+He3+He3,12,0.012
386,n+n+p+T3+He4+He4,12,0.012
387,pi-+n+n+p+p+p+p+Ne22,12,0.012
388,n+p+D2+Be9+C12,11,0.011000000000000001
389,n+n+p+p+He4+He5,11,0.011000000000000001
390,n+n+n+He3+Be7,11,0.011000000000000001
391,pi++n+n+n+He4+Li6,11,0.011000000000000001
392,n+n+p+p+p+D2+He4+He4+C12,11,0.011000000000000001
393,C12+C12+C12+C12,11,0.011000000000000001
394,n+p+p+p+T3+He4+He4,11,0.011000000000000001
395,n+n+p+p+p+B10+C12,11,0.011000000000000001
396,n+C12+Al27,11,0.011000000000000001
397,n+n+n+p+p+He4+He4+C12+C12+C12,11,0.011000000000000001
398,n+n+p+B11+C12,11,0.011000000000000001
399,n+n+n+p+p+D2+Ne21,11,0.011000000000000001
400,n+n+n+n+n+p+p+p+p+He4+C12+C12,11,0.011000000000000001
401,n+p+p+p+C12+C12,11,0.011000000000000001
402,pi-+n+p+He4+Be7+C12,11,0.011000000000000001
403,pi-+n+p+p+p+D2+Li7,11,0.011000000000000001
404,n+n+C11+C13,11,0.011000000000000001
405,p+p+p+p+C12+C12+C12,11,0.011000000000000001
406,n+p+p+D2+Be9,11,0.011000000000000001
407,pi-+D2+C11,11,0.011000000000000001
408,pi-+n+n+n+n+p+p+p+p+p+He4+C12,11,0.011000000000000001
409,n+p+p+C12+Mg26,11,0.011000000000000001
410,pi++n+n+n+n+p+D2+D2+He4+C12,11,0.011000000000000001
411,n+p+D2+D2+He4+He4,11,0.011000000000000001
412,n+p+p+p+Ne24,11,0.011000000000000001
413,n+n+p+p+p+D2+T3+T3,10,0.01
414,n+n+p+He3+Li7,10,0.01
415,pi-+n+n+p+p+D2+He4+He4,10,0.01
416,pi-+n+p+p+p+D2+He4+He4+C12,10,0.01
417,n+n+p+C12+Al26,10,0.01
418,pi++n+n+n+p+p+Li8,10,0.01
419,n+p+p+p+B11+C12+C12,10,0.01
420,n+n+n+n+n+p+p+p+C12+Ne20,10,0.01
421,n+n+n+n+p+Mg23,10,0.01
422,pi++n+n+n+n+p+Na23,10,0.01
423,pi++n+n+n+D2+D2+D2+He4,10,0.01
424,n+n+p+p+p+D2+T3+He4+C12,10,0.01
425,pi-+p+p+p+T3+T3+He4,10,0.01
426,pi-+n+p+p+He3+He4+He4,10,0.01
427,n+n+p+p+D2+He4+He4+C12+C12,10,0.01
428,p+p+B12+C12,10,0.01
429,C12+Al27,10,0.01
430,n+He4+He4+He4+C12+C12+C12,10,0.01
431,n+p+p+p+T3+He6,10,0.01
432,n+n+n+p+p+He4+He4+C13,10,0.01
433,pi++n+n+n+T3+He3+He4,9,0.009000000000000001
434,C13,9,0.009000000000000001
435,n+n+p+D2+Na23,9,0.009000000000000001
436,p+p+He4+Be9,9,0.009000000000000001
437,n+n+n+p+p+p+He4+He4+Al27,9,0.009000000000000001
438,n+n+n+p+D2+Be7+C12,9,0.009000000000000001
439,pi-+n+n+p+p+p+D2+T3+He3,9,0.009000000000000001
440,n+n+n+n+n+n+n+p+p+p+p+p+He4+C12,9,0.009000000000000001
441,pi++n+n+n+Mg25,9,0.009000000000000001
442,pi-+n+p+p+T3+He3+He4,9,0.009000000000000001
443,p+Mg27,9,0.009000000000000001
444,n+p+p+p+T3+T3+He4,9,0.009000000000000001
445,pi-+n+n+n+p+p+p+p+He3+He4,9,0.009000000000000001
446,n+n+n+n+n+p+p+p+p+p+O18,9,0.009000000000000001
447,n+n+n+p+C10+C12,9,0.009000000000000001
448,n+n+n+n+p+p+p+D2+D2+D2+C12,9,0.009000000000000001
449,n+n+n+p+D2+D2+D2+He3,9,0.009000000000000001
450,p+p+p+C12+C12+C12,9,0.009000000000000001
451,p+p+p+p+p+p+p+C12,9,0.009000000000000001
452,pi-+n+n+p+p+p+B9,9,0.009000000000000001
453,pi++n+n+n+n+p+D2+Li6,9,0.009000000000000001
454,pi++n+n+p+B11+C12,9,0.009000000000000001
455,pi-+n+p+p+B10+C12+C12,9,0.009000000000000001
456,pi-+n+n+n+p+p+B8,9,0.009000000000000001
457,n+n+n+n+p+He3+Li5,9,0.009000000000000001
458,pi-+n+p+C11+Al27,8,0.008
459,n+n+n+n+p+p+p+p+D2+T3+C12,8,0.008
460,pi++n+n+n+n+p+p+Li7+C12,8,0.008
461,n+n+n+n+p+p+p+p+F20,8,0.008
462,n+n+p+p+p+Li8+C12,8,0.008
463,n+n+C11+C12+Al27,8,0.008
464,n+n+n+p+D2+D2+Li5,8,0.008
465,n+n+n+p+p+D2+D2+D2+D2,8,0.008
466,n+p+He4+Li7+C12+C12,8,0.008
467,n+n+n+n+n+p+p+p+D2+He3+C12,8,0.008
468,n+n+D2+D2+He3+He4,8,0.008
469,n+p+p+p+C12+C12+C12,8,0.008
470,pi++n+n+n+n+n+n+p+p+p+He4+C12,8,0.008
471,pi++n+n+n+B11,8,0.008
472,n+n+p+C11+C12+C12+C12,8,0.008
473,n+n+C12+C12+Al26,8,0.008
474,pi++n+n+n+n+n+p+p+D2+He4+C12,8,0.008
475,pi++n+n+n+n+p+p+Ne22,8,0.008
476,n+n+n+n+p+p+p+D2+F19,8,0.008
477,pi-+n+n+p+He3+Be7,8,0.008
478,n+n+n+n+n+n+p+p+p+p+He4+N14,8,0.008
479,n+D2+B10+C12,8,0.008
480,pi-+n+n+p+p+D2+He3+He4+C12,8,0.008
481,n+p+He4+Ne22,8,0.008
482,n+n+n+n+p+p+p+He3+He4+C12,8,0.008
483,n+p+He4+He4+He4+Al27,8,0.008
484,n+n+n+n+p+p+p+Be7+C12,8,0.008
485,n+n+n+p+p+p+C12+Ne22,8,0.008
486,pi-+n+n+p+p+p+p+p+T3+He4,8,0.008
487,n+n+n+p+p+B9+C12,8,0.008
488,n+n+n+n+p+p+D2+Li5+C12,8,0.008
489,n+p+B11+C12+Al27,8,0.008
490,pi++n+n+n+n+n+p+He3+He4+C12,8,0.008
491,p+Al27,8,0.008
492,pi-+n+p+p+He4+Li6+C12,8,0.008
493,p+p+Be11,8,0.008
494,n+n+n+n+n+p+p+p+p+D2+O17,8,0.008
495,pi++n+n+p+p+Be10,7,0.006999999999999999
496,pi-+n+n+n+p+p+p+p+Ne21,7,0.006999999999999999
497,pi-+n+n+p+p+p+p+Li7+C12,7,0.006999999999999999
498,n+n+n+n+n+n+p+p+p+p+He3+C12,7,0.006999999999999999
499,n+p+p+p+p+Be10,7,0.006999999999999999
500,n+n+n+n+n+p+p+p+p+p+D2+D2,7,0.006999999999999999
501,n+n+p+He4+He4+He4,7,0.006999999999999999
502,n+n+n+n+p+p+p+T3+He4,7,0.006999999999999999
503,pi++n+n+He4+Li7+C12,7,0.006999999999999999
504,pi-+n+n+p+He3+He3+He4,7,0.006999999999999999
505,pi++n+n+n+n+n+n+p+p+Ne20,7,0.006999999999999999
506,pi-+n+p+D2+D2+He3+He4,7,0.006999999999999999
507,pi-+n+p+C12+Al26,7,0.006999999999999999
508,n+n+n+He4+Be6+C12,7,0.006999999999999999
509,n+n+p+D2+D2+Li6,7,0.006999999999999999
510,pi-+p+p+p+Be10+C12,7,0.006999999999999999
511,n+n+n+n+p+D2+Be6,7,0.006999999999999999
512,p+p+p+p+p+p+p+C12+C12,7,0.006999999999999999
513,n+n+p+B10+C12+C12+C12,7,0.006999999999999999
514,pi++n+n+n+n+n+p+p+p+D2+T3,7,0.006999999999999999
515,n+n+n+n+n+p+p+p+D2+He4+N14,7,0.006999999999999999
516,n+n+n+n+p+p+p+T3+He3+C12,7,0.006999999999999999
517,n+n+n+p+p+C12+Mg24,7,0.006999999999999999
518,pi++n+n+n+n+p+p+He4+He4+C12,7,0.006999999999999999
519,pi-+n+n+p+p+p+p+p+He4+He4,7,0.006999999999999999
520,n+n+n+p+p+p+T3+He4+Al27,7,0.006999999999999999
521,n+n+n+p+p+p+He4+He4+C12+C12+C12,7,0.006999999999999999
522,pi-+n+p+p+p+D2+T3+He4+C12,7,0.006999999999999999
523,n+n+He4+He4+He4+C12,7,0.006999999999999999
524,n+n+p+He4+Ne21,7,0.006999999999999999
525,n+p+He4+He4+He4+C12+C12+C12,7,0.006999999999999999
526,pi-+n+n+p+p+p+D2+Li6+C12,7,0.006999999999999999
527,n+n+n+n+p+p+D2+He4+He4+C12,7,0.006999999999999999
528,n+p+C12+C12+C12+C12,7,0.006999999999999999
529,pi-+n+n+n+n+n+p+p+p+p+p+p+D2,7,0.006999999999999999
530,pi-+n+n+n+p+p+p+p+D2+D2+D2,7,0.006999999999999999
