,Reaction Products,Counts,Frequency [%]
2123,n+n+n+n+n+p+p+p+D2+He4+C12,1,0.001
2124,n+n+n+n+p+p+p+D2+D2+T3+T3+He3+He4+He4+C12,1,0.001
2125,n+n+p+p+D2+D2+T3+He3+C12+C12,1,0.001
2126,n+n+D2+T3+He3+He4+C12,1,0.001
2127,pi-+n+n+p+p+D2+D2+He4+He4+C12+C12,1,0.001
2128,pi++n+n+n+p+D2+D2+D2+He4,1,0.001
2129,n+n+n+p+D2+Li6+C12+C12+O16+Al27,1,0.001
2130,pi-+p+T3+He3+Li6,1,0.001
2131,p+D2+B12+C13,1,0.001
2132,n+n+n+n+n+p+p+He3+He3+Al27,1,0.001
2133,p+p+D2+He4+Li7+C12,1,0.001
2134,n+n+D2+T3+Be6+C12+C12,1,0.001
2135,n+He4+He4+He4+C12+C12+C13,1,0.001
2136,pi++n+C12+Mg27,1,0.001
2137,n+n+p+T3+C12+Na22,1,0.001
2138,pi-+p+p+D2+D2+D2+D2+He4+C12+Al27,1,0.001
2139,n+n+p+D2+D2+He3+He4+C12+Al27,1,0.001
2140,n+n+n+n+p+p+p+D2+D2+T3+He4+He4+Li6,1,0.001
2141,n+n+n+n+n+p+p+p+p+p+F19,1,0.001
2142,n+p+p+p+He4+He4+He4+C12+Al27,1,0.001
2143,n+p+p+p+D2+He4+He4+B14,1,0.001
2144,pi-+n+p+D2+B10+C12,1,0.001
2145,n+n+p+p+D2+Li8,1,0.001
2146,n+n+p+p+p+D2+He4+C12+O18,1,0.001
2147,pi-+n+n+n+p+p+p+D2+D2+F18,1,0.001
2148,n+n+n+n+n+p+p+p+T3+He3,1,0.001
2149,pi++n+n+n+n+p+p+p+T3+T3+C12,1,0.001
2150,pi-+pi++n+n+C11,1,0.001
2151,n+p+p+D2+D2+T3+He4+C12+C12+Al27,1,0.001
2152,n+n+p+p+p+D2+T3+He4+Li6+Li8,1,0.001
2153,n+n+n+p+p+p+p+D2+D2+He4+C14,1,0.001
2154,pi++n+n+n+p+He4+Li6+C12,1,0.001
2155,n+n+p+p+D2+T3+F19,1,0.001
2156,n+n+n+n+n+n+n+p+p+p+D2+D2+He3+He4+Be7,1,0.001
2157,n+n+p+He4+B10+B11+C12,1,0.001
2158,n+n+p+p+Be9+O16,1,0.001
2159,n+n+p+p+He4+Be10+B10,1,0.001
2160,pi++n+n+n+n+p+p+Na23,1,0.001
2161,n+n+n+n+p+D2+Li6+C12+O15,1,0.001
2162,n+n+p+p+p+p+He4+F20,1,0.001
2163,n+p+T3+Mg24,1,0.001
2164,n+n+p+T3+He4+Li6+C12+C12,1,0.001
2165,pi++n+n+Al27,1,0.001
2166,n+n+n+n+n+n+p+p+D2+D2+D2+He3+He4+Be7,1,0.001
2167,n+n+n+p+D2+D2+He4+He4+He4+He4+He4+C12+C12,1,0.001
2168,pi-+n+He3+He3+Li6,1,0.001
2169,n+n+p+p+D2+D2+C12+Ne21,1,0.001
2170,n+n+n+p+p+D2+D2+T3+He4+He4+He4+He4+C12,1,0.001
2171,n+n+n+n+n+p+p+p+D2+He3+C12+C12,1,0.001
2172,n+p+D2+B11,1,0.001
2173,n+n+n+n+p+p+p+p+D2+He3+He3+He4+He8,1,0.001
2174,pi++n+n+n+D2+D2+D2+F19,1,0.001
2175,n+n+n+p+p+Be9+N14,1,0.001
2176,n+n+n+n+n+p+p+D2+He3+He4+He4+He4+He4+C12,1,0.001
2177,pi-+n+p+D2+He4+He4+He4+C12,1,0.001
2178,n+n+n+p+p+p+He4+He4+C12+N15,1,0.001
2179,pi-+n+n+p+p+p+He4+He4+N15,1,0.001
2180,n+p+p+p+p+He4+He4+He4+C12+C12,1,0.001
2181,n+n+n+n+p+p+D2+D2+T3+He4+He4+Be7,1,0.001
2182,n+p+H4+He4+He4,1,0.001
2183,n+n+He3+He4+He4+C12+C13,1,0.001
2184,n+n+D2+D2+He4+Li6+C12,1,0.001
2185,n+n+He3+He4+He4+C12+C12+C12,1,0.001
2186,n+n+n+n+p+p+p+C12+Na22,1,0.001
2187,n+n+p+He4+He4+He4+C12+C13,1,0.001
2188,p+p+p+T3+Li8,1,0.001
2189,n+n+p+D2+D2+D2+He4+He4+He4+Li7,1,0.001
2190,pi-+n+n+n+p+p+D2+B7,1,0.001
2191,pi-+p+D2+He4+Li6+C13,1,0.001
2192,p+p+D2+He4+Li7+C12+C12+C12,1,0.001
2193,n+p+C12+C12+C12+C12,1,0.001
2194,n+n+n+p+p+Li6+O17,1,0.001
2195,C12+C12+C13,1,0.001
2196,n+p+H4+He3+He4+C12+C12,1,0.001
2197,n+n+n+n+n+p+p+p+p+D2+D2+O16,1,0.001
2198,n+n+n+n+p+p+p+p+D2+T3+C12+C12,1,0.001
2199,n+n+n+n+n+n+n+n+p+p+p+p+D2+D2+D2+He3+He3+He4+C12,1,0.001
2200,n+n+p+D2+D2+D2+T3+He4+C12,1,0.001
2201,pi-+n+n+p+D2+D2+He4+He4+Li6+Be7+C12,1,0.001
2202,n+n+n+n+n+p+p+D2+D2+He3,1,0.001
2203,n+n+n+p+T3+He3+He3+C12+C12,1,0.001
2204,n+n+n+n+p+He3+Li6+N14,1,0.001
2205,n+p+p+p+p+T3+He4+He4+C12+C12,1,0.001
2206,pi-+n+n+D2+He4+Be7+N13,1,0.001
2207,n+n+n+p+p+D2+D2+He4+C12+C12+Al27,1,0.001
2208,n+n+n+p+p+D2+D2+D2+D2+T3+He4+He4+He4+C12,1,0.001
2209,n+n+n+n+n+p+p+p+p+D2+Li6+C12,1,0.001
2210,n+C12+C13,1,0.001
2211,n+n+n+p+p+p+p+T3+He4+He4+B11,1,0.001
2212,pi-+n+n+n+p+p+p+He3+He4+C12+O16,1,0.001
2213,n+n+n+n+p+p+p+D2+T3+He3+He4+Be9,1,0.001
2214,pi-+n+p+D2+He4+Li6+N14,1,0.001
2215,n+n+p+p+T3+T3+He3+C12+C12,1,0.001
2216,pi-+n+n+p+p+D2+T3+He3+He4+He4+He4+He4,1,0.001
2217,n+p+p+T3+He3+Li6+C12+Al27,1,0.001
2218,n+n+n+p+p+D2+T3+He4+C12+N14,1,0.001
2219,n+p+T3+T3+Li6+C12,1,0.001
2220,n+n+p+p+p+p+p+He7,1,0.001
2221,pi-+n+n+n+p+p+p+p+p+D2+D2+D2,1,0.001
2222,n+n+p+p+D2+D2+T3+T3+C12,1,0.001
2223,pi++n+n+n+n+n+p+p+Li6+C12,1,0.001
2224,n+p+p+p+Be10+Al27,1,0.001
2225,pi-+n+p+p+B11+C12,1,0.001
2226,n+n+n+n+p+p+p+p+D2+D2+He4+B12,1,0.001
2227,n+n+n+p+p+p+D2+D2+He4+C12+N15,1,0.001
2228,n+n+He4+Li6+O16,1,0.001
2229,n+p+p+p+C12+C12+C12+Na25,1,0.001
2230,pi-+n+n+p+p+p+D2+He4+He4+C12+C13,1,0.001
2231,n+n+n+n+p+p+D2+T3+He3+N14,1,0.001
2232,n+n+n+n+p+p+p+D2+D2+D2+D2+T3+He4+Li6,1,0.001
2233,p+D2+He4+He6+C12+C12,1,0.001
2234,n+n+C11+N15,1,0.001
2235,n+D2+He4+Li6+C12+C12,1,0.001
2236,n+n+p+p+T3+He3+He4+C12+C12+C12+C12,1,0.001
2237,n+n+n+n+p+p+p+p+D2+D2+D2+C14,1,0.001
2238,n+n+p+p+T3+C12+Ne21,1,0.001
2239,n+n+n+n+p+p+D2+D2+Li4,1,0.001
2240,n+n+n+n+n+n+n+n+p+p+p+p+p+p+D2+He4+He4+He4,1,0.001
2241,n+n+n+n+n+p+p+p+p+D2+D2+D2+D2+He4+Li7+C12,1,0.001
2242,n+n+p+D2+He4+He4+C12+C13,1,0.001
2243,pi-+n+n+n+p+p+p+He4+He4+He4+He4+Li6,1,0.001
2244,n+n+n+n+p+p+p+p+He3+He4+He4+He4+He6,1,0.001
2245,p+D2+D2+Li8,1,0.001
2246,n+n+n+p+D2+D2+He4+He4+C12+C12,1,0.001
2247,n+n+n+n+p+p+D2+D2+He3+C12+C12+C12,1,0.001
2248,n+p+T3+Li7+O16,1,0.001
2249,n+n+n+n+n+p+p+p+p+D2+He4+N14,1,0.001
2250,pi-+n+p+D2+D2+T3+He3+He4+C12,1,0.001
2251,pi-+n+n+p+p+He3+Be7,1,0.001
2252,n+n+n+n+p+p+p+D2+D2+D2+D2+T3+T3+He3+He4,1,0.001
2253,p+p+p+T3+He7+Al27,1,0.001
2254,n+p+p+C12+C13,1,0.001
2255,n+n+p+p+p+Mg25,1,0.001
2256,pi++n+n+p+p+p+D2+D2+C12+O20,1,0.001
2257,n+n+n+p+p+Be10+N13,1,0.001
2258,n+n+n+p+p+D2+D2+Li7+C12+C12,1,0.001
2259,n+n+n+p+p+p+Li7+C13,1,0.001
2260,pi++n+n+B12,1,0.001
2261,n+n+p+p+p+p+p+H4+He4,1,0.001
2262,n+n+n+p+D2+D2+D2+He3+He4+B11,1,0.001
2263,n+n+n+p+p+p+D2+D2+T3+C12+Al27,1,0.001
2264,n+n+n+p+He3+Be7,1,0.001
2265,n+n+n+n+p+p+p+p+Li6+C14,1,0.001
2266,n+p+p+p+T3+Li7+C12,1,0.001
2267,pi-+n+p+D2+T3+Be7,1,0.001
2268,n+n+n+n+p+T3+He3+He3+He4+B10+C12,1,0.001
2269,n+n+n+p+p+p+p+He4+O18,1,0.001
2270,pi++n+n+n+p+p+D2+D2+D2+T3,1,0.001
2271,pi-+n+p+p+p+p+p+He7,1,0.001
2272,pi-+n+p+D2+T3+He3+He4+He4+He4+Li6,1,0.001
2273,n+n+n+p+p+p+D2+T3+T3+He4+He4+Li6,1,0.001
2274,pi-+n+p+p+p+D2+D2+T3+He3,1,0.001
2275,pi-+pi-+p+p+p+D2+D2+D2+He4,1,0.001
2276,n+p+p+D2+D2+D2+D2+He4+C12,1,0.001
2277,n+n+p+p+T3+He3+He4+C12+C12,1,0.001
2278,n+n+n+He4+Be6+C12+C12+C12,1,0.001
2279,n+n+D2+T3+He3+He3+C12+Al27,1,0.001
2280,p+T3+Be9+C12,1,0.001
2281,n+n+p+p+He4+Ne21,1,0.001
2282,pi-+p+p+p+He4+Li7+C12,1,0.001
2283,pi-+n+n+n+p+D2+He3+Be7+C12,1,0.001
2284,n+n+n+n+n+n+n+p+p+p+p+p+D2,1,0.001
2285,pi-+n+p+p+T3+He4+He4+C12+N14,1,0.001
2286,n+p+C12+C12+Al27,1,0.001
2287,n+n+p+p+p+D2+He4+F19,1,0.001
2288,pi++n+n+n+n+p+p+p+He6,1,0.001
2289,n+n+n+n+p+p+p+p+p+T3+He4+He4+Li8,1,0.001
2290,n+n+n+n+n+p+p+p+p+p+D2+D2+T3+He4+He4+He4,1,0.001
2291,n+n+p+D2+Be9+C12+N14,1,0.001
2292,D2+D2+Be9+C12,1,0.001
2293,pi-+n+p+p+D2+He4+He4+C13,1,0.001
2294,D2+B12,1,0.001
2295,n+n+p+T3+He4+He4+C12,1,0.001
2296,pi-+n+n+p+p+p+D2+D2+D2+He4+C13,1,0.001
2297,n+n+n+n+p+p+p+p+p+D2+He4+He4+He4+He6,1,0.001
2298,pi++n+n+n+n+p+p+D2+T3+He3+C12,1,0.001
2299,n+n+He4+He4+C12+F18,1,0.001
2300,n+n+n+n+p+p+He3+He4+C12+Al27,1,0.001
2301,n+p+p+p+p+p+D2+T3+H4,1,0.001
2302,n+n+p+p+B11+Al27,1,0.001
2303,n+p+C12+C13+Mg26,1,0.001
2304,pi++n+n+n+n+n+n+p+p+p+D2+D2,1,0.001
2305,pi-+n+n+p+He4+B7+C12,1,0.001
2306,pi-+n+p+p+He4+Li6+C12+C12+C12,1,0.001
2307,n+n+n+n+p+p+T3+He3+O16,1,0.001
2308,n+n+p+D2+T3+He4+He4+C12,1,0.001
2309,pi++n+n+n+n+n+p+D2+D2+He4+He4+He4+Li6,1,0.001
2310,pi++n+n+n+n+n+p+p+D2+D2+T3,1,0.001
2311,n+n+n+p+D2+He4+Li6+C12+C12,1,0.001
2312,n+p+D2+D2+T3+He4+C12+C12+C12,1,0.001
2313,n+n+n+n+p+He3+He4+He4+He4+He4+He4,1,0.001
2314,n+n+n+p+D2+D2+D2+T3+He4+He4+Be7+C12,1,0.001
2315,n+n+n+p+p+p+D2+D2+He3+Li7+Be9,1,0.001
2316,pi-+n+p+p+D2+D2+D2+He4+N15,1,0.001
2317,n+p+p+D2+B10+B13+C12,1,0.001
2318,n+p+p+He4+C12+C12+F21,1,0.001
2319,pi-+n+p+p+T3+Li6+O16,1,0.001
2320,p+p+p+p+C12+C12+C13,1,0.001
2321,n+n+n+n+p+p+p+p+D2+He4+He4+He4+He6,1,0.001
2322,n+n+n+p+p+p+D2+T3+T3,1,0.001
2323,pi-+n+p+D2+D2+He3+He4+C12+C12,1,0.001
2324,pi-+n+p+C11+C13,1,0.001
2325,p+He4+Li8+C12+Al27,1,0.001
2326,n+n+n+p+Li6+Li6+C12,1,0.001
2327,n+p+p+p+He3+He7+C12,1,0.001
2328,n+n+p+D2+D2+He3+He4+C12+C12+C12,1,0.001
2329,pi-+n+n+p+C12+N11,1,0.001
2330,n+n+C12+C12+C12,1,0.001
2331,pi-+n+p+p+p+He4+Li6+C12+C12,1,0.001
2332,n+n+n+n+p+p+D2+D2+T3+He3+C12,1,0.001
2333,n+n+n+p+D2+D2+Li6+N14,1,0.001
2334,n+p+D2+D2+He3+He6+C12+C13,1,0.001
2335,n+n+n+D2+D2+He3+He3+C12,1,0.001
2336,n+p+p+D2+T3+T3+He4,1,0.001
2337,pi-+n+p+p+p+D2+T3+He4+C12+C12+C12,1,0.001
2338,pi-+n+n+n+p+p+p+B10+C12+C12,1,0.001
2339,n+n+n+n+p+p+B11+C11,1,0.001
2340,n+n+n+n+p+p+D2+D2+D2+D2+D2+D2+T3+He3+He4,1,0.001
2341,n+n+n+p+p+He4+Be6,1,0.001
2342,n+n+n+n+n+p+p+p+D2+D2+D2+T3+He3+He4+He4+C12,1,0.001
2343,n+n+n+p+C10+C12,1,0.001
2344,p+He4+Be9+C12+C12,1,0.001
2345,n+n+n+n+p+p+D2+D2+D2+He3+C13,1,0.001
2346,pi-+n+p+B10+O16,1,0.001
2347,n+p+D2+T3+He3+He3+Li7+Li8,1,0.001
2348,n+n+p+p+p+p+Li8+C14,1,0.001
2349,pi-+p+p+p+D2+T3+Li6,1,0.001
2350,pi-+p+p+B11+C13,1,0.001
2351,n+p+p+p+p+p+C12+C12+C12,1,0.001
2352,n+n+n+n+p+p+He4+He4+He4+He4+Li6+C12,1,0.001
2353,n+p+p+p+D2+T3+He4+He4+He4+Li8+C12,1,0.001
2354,n+n+n+p+D2+D2+Be9+C11+C12,1,0.001
2355,pi++n+n+C12+Mg26,1,0.001
2356,n+n+n+n+n+n+p+p+p+D2+D2+He3+C12,1,0.001
2357,pi-+n+n+n+p+D2+He3+He4+He4+He4+Be7,1,0.001
2358,n+n+n+p+p+Al25,1,0.001
2359,n+n+n+D2+D2+He3+He4+C12+C12+N14,1,0.001
2360,pi-+n+p+p+He3+He4+He4+Al27,1,0.001
2361,pi++n+D2+D2+H4+He4,1,0.001
2362,pi++n+n+p+T3+Li7+C12+C12,1,0.001
2363,pi-+pi++n+n+He3+He4+He4+C12,1,0.001
2364,n+n+p+D2+D2+D2+He4+He4+B11+C12,1,0.001
2365,n+n+p+p+T3+He4+He4+N14,1,0.001
2366,n+n+n+n+p+p+p+He3+He4+C12+C12+C12,1,0.001
2367,n+n+n+He3+He3+He4+C12+C12+C12,1,0.001
2368,pi++n+n+p+p+Be10,1,0.001
2369,n+n+n+n+p+D2+C12+Na21,1,0.001
2370,n+Li7+Ne20,1,0.001
2371,pi-+p+p+p+He4+He4+He4+C12,1,0.001
2372,p+p+p+p+He4+Li8,1,0.001
2373,p+p+p+p+p+p+p+p+Al27,1,0.001
2374,n+n+n+n+n+p+p+p+D2+He3+N15,1,0.001
2375,n+n+n+n+p+p+p+T3+T3+He3+He4+He4+He4,1,0.001
2376,n+n+n+n+p+p+p+D2+He4+He4+He4+He4+He4,1,0.001
2377,pi++n+n+n+p+T3+T3+He4+C12+N14,1,0.001
2378,n+T3+He4+Li6,1,0.001
2379,pi-+p+D2+He3+Li7,1,0.001
2380,pi-+p+p+He4+Li7+C13,1,0.001
2381,n+n+n+n+n+n+n+p+p+p+p+p+He3+C13,1,0.001
2382,p+p+D2+D2+Li8,1,0.001
2383,pi-+n+p+p+D2+He4+He4+N15,1,0.001
2384,n+n+D2+D2+He4+He4+C12,1,0.001
2385,pi-+n+n+p+C11,1,0.001
2386,n+n+p+p+p+p+D2+T3+He4+C12,1,0.001
2387,pi-+p+p+He4+Li6+Li7+Be9,1,0.001
2388,pi-+pi++p+D2+He4+He6,1,0.001
2389,n+p+p+p+p+He4+Li7+C12+C12+C12,1,0.001
2390,n+n+p+p+T3+He4+He4+C13,1,0.001
2391,pi-+n+n+n+p+p+p+p+D2+He4+He4+He4+Li7,1,0.001
2392,n+n+n+p+p+p+D2+T3+He3+N15,1,0.001
2393,n+p+p+p+p+D2+Be9+Be12,1,0.001
2394,n+n+n+n+n+n+p+p+p+p+T3+He3+C12,1,0.001
2395,n+n+p+p+p+T3+T3+He3+Al27,1,0.001
2396,n+n+n+n+n+p+p+p+D2+D2+D2+D2+D2+He3+He4+He4+C12,1,0.001
2397,pi-+n+p+p+He4+Li6+C13+Al27,1,0.001
2398,n+n+p+p+p+D2+D2+D2+He4+C12+C12,1,0.001
2399,n+n+n+n+n+p+p+p+p+D2+He4,1,0.001
2400,n+n+n+p+p+p+D2+D2+D2+He3,1,0.001
2401,pi++n+n+p+Al27,1,0.001
2402,pi++n+n+n+D2+D2+Ne21,1,0.001
2403,n+p+D2+Be9+N15,1,0.001
2404,pi++n+n+n+p+T3+Ne21,1,0.001
2405,pi-+n+n+p+p+p+He3+F20,1,0.001
2406,pi-+n+n+n+p+p+p+p+p+He3+He4+C12,1,0.001
2407,pi-+n+n+p+p+p+p+p+D2+D2+T3,1,0.001
2408,n+p+p+p+p+C12+C12+C13,1,0.001
2409,n+p+p+B11+C12+C12+C13,1,0.001
2410,pi-+p+p+p+p+D2+He4+Li6+Al27,1,0.001
2411,n+n+p+D2+He3+He4+N16,1,0.001
2412,pi-+n+p+p+p+p+D2+T3+T3+C12+C12,1,0.001
2413,pi-+n+n+n+p+p+p+C12+Na22,1,0.001
2414,pi++n+n+n+n+D2+Be7,1,0.001
2415,pi-+n+n+p+p+B10,1,0.001
2416,pi++n+n+n+p+T3+T3+T3+He3+He4+He4+He4+C12,1,0.001
2417,n+n+D2+He4+He4+He4+Li6+Li6+C12,1,0.001
2418,n+n+D2+D2+D2+D2+T3+He3+He4+He4+He4,1,0.001
2419,n+p+p+p+p+p+C12,1,0.001
2420,n+n+n+n+p+D2+D2+D2+D2+He3+He4+He4+He4,1,0.001
2421,pi-+p+p+D2+D2+T3+He4+C12+C12,1,0.001
2422,n+n+p+He4+He4+He4+He4+Be9,1,0.001
2423,pi-+n+n+n+n+p+p+p+p+p+p+He4+C12,1,0.001
2424,n+n+n+n+p+p+D2+D2+He3+He4+B11,1,0.001
2425,n+p+D2+He4+He4+He4+B12,1,0.001
2426,pi++n+n+n+n+n+p+He4+He4,1,0.001
2427,n+n+p+p+p+He4+Li7,1,0.001
2428,n+n+He3+Li7+O16,1,0.001
2429,pi-+n+n+p+p+T3+He3+He3+C12,1,0.001
2430,n+p+He4+C12+C12+C12+Na23,1,0.001
2431,n+n+p+p+p+p+He7+C12,1,0.001
2432,pi++n+n+n+n+n+p+p+Li6,1,0.001
2433,n+n+n+p+p+He4+He4+C12+N15,1,0.001
2434,pi++n+n+n+n+n+n+p+p+D2+He3+C12,1,0.001
2435,n+n+p+p+D2+D2+Li6+C14,1,0.001
2436,pi++n+D2+T3+T3+He4+C12,1,0.001
2437,n+n+p+He4+C12+Na22,1,0.001
2438,pi++n+n+n+n+p+p+D2+T3+He4+C13,1,0.001
2439,n+p+p+p+p+B11+C12+C12+C12+C12,1,0.001
2440,pi-+pi++n+n+n+n+n+n+p+p+p+p+He3,1,0.001
2441,n+n+n+n+n+p+p+p+D2+He4+Li7+Be7,1,0.001
2442,n+n+n+p+p+p+T3+C12+F19,1,0.001
2443,n+n+n+n+n+p+p+p+p+D2+D2+N15,1,0.001
2444,n+n+p+p+T3+Li6+Al27,1,0.001
2445,n+n+p+p+p+T3+He6,1,0.001
2446,pi++n+n+p+D2+D2+D2+H4+C12,1,0.001
2447,p+p+p+p+p+p+p+p+C12+C12+C12+C13,1,0.001
2448,pi++n+n+D2+D2+He4+He4+He4+He4+He6,1,0.001
2449,n+n+n+p+p+D2+D2+He4+C12+N15,1,0.001
2450,n+n+p+p+p+He4+He6+C13,1,0.001
2451,n+n+p+p+Li8+O16,1,0.001
2452,pi-+n+p+p+p+p+p+Li8+C12,1,0.001
2453,n+n+n+n+p+p+p+D2+T3+T3+He3+He3+He4+He4+C12+C12,1,0.001
2454,n+p+D2+He4+He4+He4+He4+Li8+C12,1,0.001
2455,n+n+D2+He3+Li6+N15,1,0.001
2456,n+n+n+n+n+n+n+p+p+p+p+p+p+p,1,0.001
2457,p+p+T3+Li8+C12,1,0.001
2458,n+n+n+p+p+p+D2+T3+T3+T3+He3+He4+He4,1,0.001
2459,pi++n+p+Be12,1,0.001
2460,pi-+n+p+p+p+p+D2+D2+D2+T3,1,0.001
2461,p+D2+He4+Li7+C12+Al27,1,0.001
2462,pi++n+n+n+n+n+p+p+p+F20,1,0.001
2463,n+p+C12+C12+C12+C12+C12+C12+C12+C12,1,0.001
2464,pi++n+n+n+p+p+D2+T3+O18,1,0.001
2465,n+p+D2+T3+C12+C12+Ne21,1,0.001
2466,n+p+He3+He4+Be9+B11,1,0.001
2467,n+n+n+p+p+D2+T3+He4+He4+He4+Be7,1,0.001
2468,n+n+n+n+n+n+p+p+p+p+p+D2+T3+He4+He4+He4+C12,1,0.001
2469,n+n+n+n+n+p+p+D2+D2+He4+N13,1,0.001
2470,n+n+n+p+p+D2+D2+D2+He3+C14,1,0.001
2471,n+n+n+n+p+D2+He4+He4+N13,1,0.001
2472,n+n+n+n+p+p+p+p+Ne21,1,0.001
2473,n+n+n+D2+D2+Na21,1,0.001
2474,pi-+p+D2+C12,1,0.001
2475,pi-+n+n+D2+D2+He4+He4+O14,1,0.001
2476,pi-+n+n+n+p+p+p+p+D2+He4+C12+Al27,1,0.001
2477,n+p+p+p+p+H5+He4,1,0.001
2478,n+n+p+p+D2+D2+D2+D2+D2+T3+T3+He4+He4,1,0.001
2479,pi-+p+p+He3+Li8,1,0.001
2480,n+n+p+p+D2+D2+Be9+B11,1,0.001
2481,n+p+p+p+p+Ne24,1,0.001
2482,n+D2+H4+He3+He3,1,0.001
2483,n+p+D2+D2+D2+T3+T3+C12+C12,1,0.001
2484,n+n+p+p+p+D2+D2+H4+C12,1,0.001
2485,p+p+p+B12,1,0.001
2486,pi-+p+D2+B10+C13,1,0.001
2487,n+n+n+D2+D2+He3+He4+C12,1,0.001
2488,n+n+p+p+p+p+D2+D2+T3+T3+He4+Li8,1,0.001
2489,n+n+n+n+n+p+p+D2+D2+D2+D2+D2+He3+He4+He4,1,0.001
2490,n+n+p+p+D2+D2+T3+He4+He6+Be7,1,0.001
2491,pi++n+n+n+T3+He4+F18,1,0.001
2492,n+n+p+He3+He4+He4+C12+C12+C12+C12,1,0.001
2493,n+Li6+Li7,1,0.001
2494,n+n+n+p+p+p+p+p+T3+T3+He7+Be7,1,0.001
2495,pi++n+n+n+n+n+p+D2+D2+He4+C12,1,0.001
2496,n+n+n+n+p+p+p+p+Li7+C13,1,0.001
2497,n+n+n+n+p+D2+D2+He4+He4+He4+Be7,1,0.001
2498,pi++n+n+n+p+p+D2+T3+T3+C12,1,0.001
2499,pi-+n+n+n+p+p+p+p+D2+D2+T3,1,0.001
2500,n+n+p+He3+Na23,1,0.001
2501,n+n+p+D2+C12+Na23,1,0.001
2502,p+p+C12+C12+C12+C12+Mg27,1,0.001
2503,n+n+D2+C12+C12,1,0.001
2504,n+n+n+n+n+p+p+p+p+D2+D2+C12+N15,1,0.001
2505,n+n+n+p+p+p+p+D2+T3+He4,1,0.001
2506,n+n+n+p+p+p+D2+Li6+C14,1,0.001
2507,n+n+n+n+n+p+p+p+p+D2+D2+D2+He4+Be9,1,0.001
2508,pi-+n+p+p+D2+D2+He3+He4+C12,1,0.001
2509,n+n+n+n+p+p+p+p+D2+T3+He4+He4+Li7,1,0.001
2510,n+n+n+p+p+D2+T3+F18,1,0.001
2511,n+p+T3+He4+He4+He4+He4+Li7,1,0.001
2512,n+n+p+p+D2+T3+He4+C12+N15,1,0.001
2513,pi++n+n+n+He4+He4+C12+O17,1,0.001
2514,n+n+n+n+n+p+p+p+D2+He4+He4+B10,1,0.001
2515,pi-+n+n+n+p+p+He4+Li4,1,0.001
2516,pi-+n+p+p+D2+T3+He4+He4+C12,1,0.001
2517,pi++n+p+D2+D2+T3+H4,1,0.001
2518,n+n+n+n+n+p+p+p+D2+Li4,1,0.001
2519,pi-+pi++D2+T3+He4+He4,1,0.001
2520,n+n+n+n+p+p+He4+He4+C12,1,0.001
2521,n+n+n+p+D2+D2+D2+He4+He4+B10,1,0.001
2522,pi++n+n+n+He4+Li6+Al27,1,0.001
2523,n+n+n+n+p+p+p+He4+F18,1,0.001
2524,pi-+n+p+C12+N12,1,0.001
2525,n+n+n+n+p+p+D2+He3+He4,1,0.001
2526,n+n+n+p+D2+D2+D2+D2+He4+C12,1,0.001
2527,n+n+p+p+T3+B10+B11,1,0.001
2528,n+p+p+D2+He4+O19,1,0.001
2529,n+n+n+n+n+p+p+p+p+D2+D2+D2+D2+T3+He4+He4,1,0.001
2530,n+n+n+n+p+p+D2+D2+He4+C12+N14,1,0.001
2531,n+n+n+p+D2+He3+He4+Al27+Al27,1,0.001
2532,n+T3+He4+Ne20,1,0.001
2533,p+p+p+D2+He4+Li8+Be11,1,0.001
2534,n+n+n+p+p+D2+D2+D2+D2+D2+D2+T3+He4+He4,1,0.001
2535,n+n+n+p+p+D2+D2+D2+D2+D2+T3+T3+He3+He4,1,0.001
2536,pi-+n+n+p+He4+He4+Li6+C11,1,0.001
2537,n+p+p+p+p+p+C12+C12+C12+Mg26,1,0.001
2538,n+D2+He4+C12+Ne21,1,0.001
2539,n+n+p+p+p+T3+T3+O17,1,0.001
2540,pi++n+n+p+D2+Ne23,1,0.001
2541,pi-+n+n+n+p+p+p+p+D2+D2+D2+T3+C12,1,0.001
2542,n+n+p+p+p+D2+He4+He4+C12+C12+C12,1,0.001
2543,n+n+p+p+He4+Li7+C12+C12,1,0.001
2544,n+n+n+p+p+D2+D2+He4+C12+C12+C13,1,0.001
2545,pi-+p+p+D2+D2+D2+D2+T3,1,0.001
2546,n+n+p+p+p+D2+D2+D2+T3+C12,1,0.001
2547,pi-+n+n+p+p+p+p+T3+He4+C13,1,0.001
2548,n+p+p+p+p+He4+He6,1,0.001
2549,n+n+n+p+p+p+p+p+D2+D2+He4+C12,1,0.001
2550,pi-+p+p+p+D2+D2+T3+He4+Al27,1,0.001
2551,pi-+n+n+n+p+D2+B7+C12,1,0.001
2552,pi-+n+n+p+p+He4+Li6,1,0.001
2553,n+n+D2+He4+He4+C12+C12+O16,1,0.001
2554,n+n+n+n+p+p+p+D2+He4+C12+C13,1,0.001
2555,n+n+n+p+p+p+He4+He4+Al27,1,0.001
2556,pi-+p+He4+Na23,1,0.001
2557,n+p+p+p+Li9+C12,1,0.001
2558,n+p+D2+He4+C12+F20,1,0.001
2559,n+n+p+T3+Be7+Al27,1,0.001
2560,n+n+n+n+n+n+p+p+p+p+He3+N15,1,0.001
2561,pi++n+n+n+n+n+p+T3+He4+He4+C11,1,0.001
