,Reaction Products,Counts,Frequency [%]
0,n+n+p+D2+He4+He4,7586,7.585999999999999
1,n+n+n+p+p+He4+He4,6658,6.658
2,n+p+B11,4870,4.87
3,,4739,4.739
4,n+n+C11,4201,4.201
5,n+n+n+p+p+D2+D2+He4,2663,2.6630000000000003
6,n+He4+He4+He4,2331,2.331
7,n+p+He4+Li7,2285,2.2849999999999997
8,n+n+p+He4+Li6,1947,1.947
9,n+n+p+B10,1830,1.83
10,n+n+p+p+D2+T3+He4,1749,1.7489999999999999
11,n+n+n+n+p+p+p+D2+He4,1687,1.687
12,n+p+T3+He4+He4,1654,1.654
13,n+n+He4+Be7,1507,1.5070000000000001
14,n+n+He3+He4+He4,1369,1.369
15,pi-+n+p+p+D2+He4+He4,1339,1.3390000000000002
16,pi-+n+p+C11,1336,1.336
17,n+n+p+D2+D2+D2+He4,1288,1.288
18,n+n+n+p+D2+He3+He4,1170,1.17
19,n+p,1128,1.1280000000000001
20,pi-+n+n+p+p+p+He4+He4,1001,1.001
21,n+n+p+D2+He4+He4+C12,975,0.975
22,n+D2+D2+He4+He4,945,0.9450000000000001
23,n+n+n+p+p+p+T3+He4,880,0.88
24,n+n+n+p+p+He4+He4+C12,865,0.865
25,C12,668,0.668
26,n+n+p+p+D2+He4+He4,640,0.64
27,n+p+D2+D2+T3+He4,639,0.639
28,n+n+n+n+p+p+He3+He4,626,0.626
29,n+p+B11+C12,601,0.601
30,n+n+C11+C12,562,0.562
31,pi++n+n,550,0.5499999999999999
32,pi-+p+p,530,0.53
33,n+n+n+p+p+p+He4+He4,515,0.515
34,n+p+p+B11,507,0.507
35,p,486,0.486
36,pi-+n+p+He4+Be7,417,0.41700000000000004
37,n+p+He4+He4+He4,415,0.415
38,n+n+p+p+Be9,393,0.393
39,pi-+n+p+He3+He4+He4,379,0.379
40,n+n+n+p+p+D2+D2+He4+C12,368,0.368
41,n+n+n+p+p+D2+T3+He3,364,0.364
42,n+n+p+C11,336,0.336
43,n+n+D2+D2+He3+He4,321,0.321
44,n+p+p+Be10,320,0.32
45,n+n+p+T3+He3+He4,320,0.32
46,n+n+n+p+p+p+D2+D2+T3,318,0.318
47,pi-+n+p+p+B10,317,0.317
48,n+n+n+n+n+p+p+p+p+He4,307,0.307
49,pi-+n+p+p+He4+Li6,304,0.304
50,n+p+He4+Li7+C12,295,0.295
51,pi-+n+n+p+p+p+D2+D2+He4,295,0.295
52,n+He4+He4+He4+C12,294,0.294
53,n+n+p+p+D2+Li7,290,0.29
54,pi++n+n+n+n+p+He4+He4,289,0.28900000000000003
55,pi-+n+n+p+p+D2+He3+He4,286,0.28600000000000003
56,n+n+p+D2+D2+T3+He3,274,0.27399999999999997
57,pi++n+n+B11,257,0.257
58,n+C12,255,0.255
59,pi-+p+p+B11,251,0.251
60,p+C12,249,0.249
61,pi++n+n+n+D2+He4+He4,245,0.245
62,n+n+p+p+D2+D2+D2+T3,245,0.245
63,n+p+C12,244,0.244
64,n+n+p+He4+Li6+C12,242,0.242
65,n+D2+He4+Li6,233,0.233
66,n+n+n+n+p+p+D2+D2+He3,228,0.22799999999999998
67,pi-+p+D2+D2+He4+He4,228,0.22799999999999998
68,n+n+p+p+D2+T3+He4+C12,222,0.22200000000000003
69,n+p+p+He4+Li7,221,0.22100000000000003
70,n+n+n+n+p+p+p+D2+He4+C12,216,0.216
71,n+n+n+p+p+p+Li7,216,0.216
72,n+n+p+B10+C12,208,0.208
73,n+n+He4+Be7+C12,208,0.208
74,n+p+T3+He4+He4+C12,207,0.207
75,n+n+p+Mg25,205,0.20500000000000002
76,C12+C12,199,0.199
77,pi-+n+p+p+D2+D2+D2+He4,194,0.194
78,pi-+n+p+C11+C12,193,0.193
79,n+n+n+n+p+p+p+p+D2+T3,188,0.188
80,n+n+Al26,180,0.18
81,n+n+p+p+He4+Li6,174,0.174
82,pi-+n+n+n+p+p+p+p+D2+He4,174,0.174
83,pi-+p+He4+He4+He4,173,0.173
84,pi-+n+p+p+D2+He4+He4+C12,172,0.172
85,n+n+n+p+p+p+D2+D2+He4,168,0.168
86,n+p+p+T3+He4+He4,167,0.167
87,n+n+He3+He4+He4+C12,166,0.166
88,n+p+Mg26,165,0.165
89,n+n+p+p+p+D2+T3+T3,159,0.159
90,n+n+n+p+D2+D2+D2+He3,156,0.156
91,n+p+p+T3+T3+He4,155,0.155
92,n+n+n+n+n+p+p+p+D2+He3,154,0.154
93,n+n+p+D2+D2+D2+He4+C12,154,0.154
94,n+n+p+p+D2+He4+He4+C12,152,0.152
95,n+n+p+p+B10,149,0.149
96,n+n+n+p+p+p+He4+He4+C12,144,0.14400000000000002
97,n+n+n+p+D2+He3+He4+C12,142,0.14200000000000002
98,pi-+n+p+p+p+D2+T3+He4,142,0.14200000000000002
99,pi-+n+n+p+p+p+He4+He4+C12,138,0.13799999999999998
100,p+p,135,0.135
101,n+n+n+p+D2+Be7,135,0.135
102,pi-+p+p+He4+Li7,134,0.134
103,n+p+D2+Be9,132,0.132
104,pi-+n+p+D2+D2+He3+He4,132,0.132
105,n+D2+D2+He4+He4+C12,129,0.129
106,pi-+D2+C11,122,0.122
107,n+D2+D2+D2+D2+He4,121,0.121
108,n+p+He4+He4+He4+C12,120,0.12
109,pi++n+n+He4+Li7,119,0.11900000000000001
110,n+n+n+n+n+p+p+p+p+D2+D2,118,0.11800000000000001
111,n+n+n+p+Mg24,117,0.117
112,n+n+p+He4+Be7,116,0.116
113,n+p+p+B11+C12,114,0.11399999999999999
114,n+n+p+p+D2+D2+D2+He4,113,0.11299999999999999
115,pi++n+n+n+p+D2+T3+He4,112,0.11199999999999999
116,n+n+He4+He4+He4,110,0.11
117,n+n+n+n+p+p+p+T3+He3,110,0.11
118,n+n+p+p+p+D2+T3+He4,110,0.11
119,n+p+p+D2+D2+T3+T3,110,0.11
120,pi-+p+p+T3+He4+He4,110,0.11
121,n+n+n+p+p+He4+He4+C12+C12,110,0.11
122,n+n+n+p+p+p+T3+He4+C12,109,0.109
123,n+D2+B10,108,0.108
124,p+C12+C12,108,0.108
125,n+n+p+D2+He4+He4+C12+C12,106,0.106
126,p+p+p,105,0.105
127,n+n+p+He3+He4+He4,104,0.104
128,n+n+n+p+p+D2+He3+He4,98,0.098
129,pi-+n+n+n+p+p+p+He3+He4,98,0.098
130,n+n+n+p+p+D2+Li6,97,0.097
131,n+n+p+C11+C12,92,0.092
132,pi++n+n+T3+He4+He4,92,0.092
133,D2+B11,91,0.091
134,n+p+p+He4+He4+He4,90,0.09
135,n+p+B11+C12+C12,88,0.08800000000000001
136,n+n+n+n+p+p+p+p+D2+He4,87,0.087
137,n+p+D2+D2+He4+He4,86,0.086
138,pi++n+n+C12,85,0.08499999999999999
139,pi-+D2+He4+Be7,82,0.082
140,p+p+C12,79,0.079
141,p+p+p+p,78,0.078
142,pi-+p+D2+He4+Li6,78,0.078
143,pi++n+n+n+n+p+D2+D2+He4,78,0.078
144,n+n+n+n+p+p+p+D2+D2+D2,78,0.078
145,n+n+p+p+T3+T3+He3,77,0.077
146,n+D2+T3+He3+He4,76,0.076
147,n+p+D2+D2+D2+D2+T3,76,0.076
148,n+n+n+p+p+Na23,73,0.073
149,n+n+n+n+p+D2+He3+He3,73,0.073
150,n+p+p+C12,72,0.07200000000000001
151,n+p+D2+D2+Li7,70,0.06999999999999999
152,n+n+p+B11,70,0.06999999999999999
153,n+n+n+n+p+p+He3+He4+C12,70,0.06999999999999999
154,pi-+p+p+C12,69,0.06899999999999999
155,n+n+n+C10,69,0.06899999999999999
156,n+p+p+He4+Li7+C12,69,0.06899999999999999
157,n+p+D2+D2+T3+He4+C12,68,0.068
158,n+n+n+n+p+p+Be7,67,0.067
159,p+p+p+p+C12,65,0.065
160,p+p+p+C12,65,0.065
161,n+p+p+D2+D2+T3+He4,64,0.064
162,pi-+n+p+He4+Be7+C12,63,0.063
163,n+n+C11+C12+C12,63,0.063
164,pi-+n+p+He3+He4+He4+C12,62,0.062
165,n+n+C12,61,0.061
166,n+p+C12+C12,60,0.06
167,n+n+n+He3+He3+He4,59,0.059000000000000004
168,pi-+n+n+p+p+p+p+T3+He4,58,0.058
169,n+n+n+p+T3+He3+He3,57,0.056999999999999995
170,pi-+D2+He3+He4+He4,57,0.056999999999999995
171,n+n+p+D2+D2+Li6,57,0.056999999999999995
172,n+n+n+p+p+p+p+T3+He4,56,0.055999999999999994
173,n+n+p+p+T3+Li6,55,0.055
174,pi-+p+p+D2+D2+T3+He4,54,0.054
175,n+n+n+p+p+D2+T3+He3+C12,53,0.053
176,pi-+n+N12,53,0.053
177,pi-+n+n+N11,51,0.051000000000000004
178,pi-+n+p+p+p+D2+He4+He4,51,0.051000000000000004
179,n+n+p+p+Na24,51,0.051000000000000004
180,n+n+n+p+p+p+p+T3+T3,51,0.051000000000000004
181,pi-+n+p+p+C11,50,0.05
182,n+n+n+p+p+D2+D2+He4+C12+C12,50,0.05
183,n+n+n+n+n+n+p+p+p+p+p+D2,50,0.05
184,n+p+p,49,0.049
185,n+p+D2+T3+T3+He3,49,0.049
186,pi-+p+C12,49,0.049
187,pi-+n+n+p+p+D2+Be7,49,0.049
188,n+n+D2+D2+He3+He4+C12,48,0.048
189,n+p+p+He4+He6,48,0.048
190,n+p+p+T3+He4+He4+C12,48,0.048
191,pi-+n+p+p+T3+He3+He4,47,0.047
192,n+n+p+p+p+D2+He4+He4,47,0.047
193,pi-+n+n+p+p+p+D2+D2+He4+C12,46,0.046
194,n+n+n+n+n+p+p+p+p+He4+C12,46,0.046
195,p+D2+He4+He6,45,0.045
196,n+n+p+p+Be9+C12,45,0.045
197,pi-+n+p+p+p+Be9,45,0.045
198,pi++n+n+n+n+n+p+p+D2+He4,44,0.044000000000000004
199,n+n+n+n+p+p+p+Li6,44,0.044000000000000004
200,n+n+p+p+He4+Li6+C12,44,0.044000000000000004
201,D2+He4+Li7,44,0.044000000000000004
202,C12+C12+C12,44,0.044000000000000004
203,pi-+n+p+p+He4+Li6+C12,44,0.044000000000000004
204,n+p+p+He4+He4+He4+C12,43,0.043
205,pi-+n+p+Al26,43,0.043
206,pi++n+n+n+B10,43,0.043
207,n+n+p+p+B10+C12,43,0.043
208,p+p+p+p+p,43,0.043
209,n+p+p+p+B11,42,0.042
210,n+n+n+p+D2+He4+He4,42,0.042
211,n+n+p+D2+D2+T3+He3+C12,42,0.042
212,n+p+p+D2+Li8,42,0.042
213,n+n+n+p+p+p+D2+D2+He4+C12,42,0.042
214,n+n+p+T3+He3+He4+C12,42,0.042
215,p+p+p+p+p+C12,42,0.042
216,pi-+n+n+p+p+p+p+He4+He4,42,0.042
217,pi++n+n+p+Be10,41,0.041
218,n+n+n+n+n+p+p+p+p+p+T3,41,0.041
219,p+He6+Li6,41,0.041
220,n+n+n+D2+D2+He3+He3,40,0.04
221,pi++n+n+n+D2+He4+He4+C12,40,0.04
222,n+n+p+p+T3+He3+He4,40,0.04
223,n+n+p+p+p+Be9,40,0.04
224,n+p+He4+Li7+C12+C12,40,0.04
225,n+n+p+p+p+Li8,40,0.04
226,n+n+n+p+He3+Li6,39,0.039
227,n+n+p+He4+Li6+C12+C12,39,0.039
228,n+D2+D2+D2+T3+He3,39,0.039
229,n+n+n+p+p+p+D2+D2+T3+C12,39,0.039
230,pi++n+n+D2+D2+T3+He4,39,0.039
231,n+n+p+He3+Li7,38,0.038
232,pi++n+n+n+He4+Li6,38,0.038
233,n+p+p+Be10+C12,37,0.037
234,pi++n+n+n+p+Be9,37,0.037
235,n+p+p+T3+Li7,37,0.037
236,pi-+n+n+p+C10,37,0.037
237,D2+T3+He4+He4,37,0.037
238,pi-+n+p+p+p+D2+Li7,37,0.037
239,pi++n+n+n+n+p+He4+He4+C12,36,0.036000000000000004
240,n+n+p+p+p+D2+He6,36,0.036000000000000004
241,pi-+n+n+p+He3+He3+He4,36,0.036000000000000004
242,pi-+n+p+p+Mg25,36,0.036000000000000004
243,n+n+n+n+p+p+p+He3+He4,35,0.034999999999999996
244,n+n+n+n+p+p+Na22,35,0.034999999999999996
245,n+He4+He4+He4+C12+C12,35,0.034999999999999996
246,pi-+n+n+p+p+D2+He3+He4+C12,35,0.034999999999999996
247,pi++n+n+B11+C12,35,0.034999999999999996
248,pi++n+n+n+D2+D2+D2+He4,34,0.034
249,n+p+p+p+Be10,34,0.034
250,n+n+D2+T3+He3+He3,34,0.034
251,n+n+He4+Be7+C12+C12,33,0.033
252,p+p+C12+C12,33,0.033
253,n+C12+C12,33,0.033
254,n+n+p+p+D2+D2+D2+T3+C12,32,0.032
255,p+D2+T3+T3+He4,32,0.032
256,n+n+n+p+p+p+p+He4+He4,32,0.032
257,n+n+n+n+p+p+He4+He4,31,0.031
258,n+n+p+p+p+D2+Li7,31,0.031
259,pi++n+n+n+n+p+p+T3+He4,31,0.031
260,n+n+D2+D2+D2+D2+He3,31,0.031
261,pi-+p+p+B11+C12,31,0.031
262,n+n+n+n+n+p+p+He3+He3,31,0.031
263,p+D2+Be10,31,0.031
264,n+p+p+D2+D2+He6,31,0.031
265,pi-+n+p+p+B10+C12,31,0.031
266,pi-+p+D2+B10,31,0.031
267,n+p+He4+He4+He4+C12+C12,30,0.03
268,n+n+n+p+D2+Na22,30,0.03
269,n+n+n+n+C9,30,0.03
270,pi-+p+D2+D2+He4+He4+C12,30,0.03
271,n+n+n+p+D2+He3+He4+C12+C12,30,0.03
272,n+n+n+n+n+n+p+p+p+p+He3,30,0.03
273,p+p+p+p+C12+C12,30,0.03
274,n+p+C12+Mg26,30,0.03
275,n+p+D2+D2+He4+He4+C12,30,0.03
276,n+n+p+p+D2+T3+He4+C12+C12,29,0.029
277,n+n+p+B10+C12+C12,29,0.029
278,n+p+D2+He4+Li6,29,0.029
279,n+n+n+He3+Be7,29,0.029
280,n+n+p+D2+Na23,29,0.029
281,n+n+p+D2+D2+He3+He4,28,0.027999999999999997
282,n+p+B11+Al27,28,0.027999999999999997
283,p+He4+Li8,28,0.027999999999999997
284,n+p+D2+T3+Li6,28,0.027999999999999997
285,n+n+p+p+p+D2+T3+He4+C12,28,0.027999999999999997
286,p+p+p+C12+C12,28,0.027999999999999997
287,n+n+p+He3+He4+He4+C12,28,0.027999999999999997
288,n+n+n+n+p+p+D2+D2+He3+C12,27,0.027
289,pi-+n+n+n+n+p+p+p+p+p+He4,27,0.027
290,n+n+n+He4+Be6,27,0.027
291,p+D2+B11,27,0.027
292,n+n+p+He4+Li7,27,0.027
293,n+n+D2+He3+Li6,26,0.026
294,n+p+p+C12+C12,26,0.026
295,n+n+p+D2+He4+He4+Al27,26,0.026
296,n+n+p+p+D2+Li7+C12,25,0.025
297,pi-+n+p+D2+D2+Be7,25,0.025
298,pi-+n+p+C12,25,0.025
299,pi-+p+D2+D2+D2+D2+He4,25,0.025
300,n+p+p+Mg26,25,0.025
301,n+n+p+p+D2+He4+He4+C12+C12,25,0.025
302,n+n+n+n+p+p+p+D2+He4+C12+C12,24,0.024
303,n+n+He4+Na22,24,0.024
304,n+n+p+C12+Mg25,24,0.024
305,pi-+n+p+p+D2+He4+He4+C12+C12,24,0.024
306,n+n+p+D2+D2+D2+He4+C12+C12,24,0.024
307,p+p+p+p+p+C12+C12,24,0.024
308,n+n+p+T3+He4+He4,24,0.024
309,n+n+n+p+p+p+p+T3+He4+C12,24,0.024
310,n+p+p+p+T3+T3+He4,24,0.024
311,p+p+p+p+p+p,24,0.024
312,n+p+T3+He4+He4+C12+C12,24,0.024
313,pi-+n+n+p+p+p+D2+Li6,23,0.023
314,n+n+n+p+p+p+Li7+C12,23,0.023
315,n+n+n+n+n+p+p+p+D2+He3+C12,23,0.023
316,pi-+n+p+C11+C12+C12,23,0.023
317,n+p+p+B11+C12+C12,23,0.023
318,n+n+p+p+D2+D2+D2+He4+C12,23,0.023
319,pi-+n+n+n+p+p+p+p+D2+He4+C12,23,0.023
320,n+n+n+n+p+D2+Be6,22,0.022000000000000002
321,n+n+p+p+C11,22,0.022000000000000002
322,pi-+n+n+p+p+p+p+Li7,22,0.022000000000000002
323,pi-+n+p+p+He3+He4+He4,22,0.022000000000000002
324,n+n+n+n+p+p+D2+D2+He4,22,0.022000000000000002
325,n+n+n+n+p+p+p+p+D2+T3+C12,22,0.022000000000000002
326,n+n+p+p+p+D2+T3+T3+C12,22,0.022000000000000002
327,p+D2+T3+He4+He4,22,0.022000000000000002
328,n+n+p+Al26,22,0.022000000000000002
329,n+n+p+p+p+D2+D2+H4,22,0.022000000000000002
330,n+n+n+p+p+He4+He4+Al27,22,0.022000000000000002
331,n+n+C12+Al26,22,0.022000000000000002
332,pi-+n+n+p+D2+D2+He3+He3,22,0.022000000000000002
333,n+D2+He4+Li6+C12,22,0.022000000000000002
334,n+n+n+p+D2+D2+D2+He4,22,0.022000000000000002
335,n+n+n+p+p+D2+T3+He4,22,0.022000000000000002
336,pi-+n+n+p+p+Mg24,21,0.021
337,n+n+p+T3+Be7,21,0.021
338,n+n+p+p+p+D2+D2+D2+T3,20,0.02
339,n+n+n+p+C12+Mg24,20,0.02
340,n+n+D2+D2+Be7,20,0.02
341,n+Al27,20,0.02
342,n+n+n+n+p+p+p+Ne21,20,0.02
343,pi-+n+n+n+p+p+p+Be7,20,0.02
344,pi-+n+p+He4+He4+He4,20,0.02
345,n+n+n+p+p+D2+He3+He4+C12,20,0.02
346,n+n+n+p+p+p+He4+He4+C12+C12,20,0.02
347,n+n+n+p+p+D2+D2+He4+Al27,20,0.02
348,p+p+p+Li10,20,0.02
349,n+n+n+p+p+D2+D2+D2+D2,19,0.019
350,pi-+p+He4+He4+He4+C12,19,0.019
351,pi-+n+n+p+p+p+D2+T3+He3,19,0.019
352,n+p+p+T3+T3+He4+C12,19,0.019
353,pi-+n+p+p+D2+D2+D2+He4+C12,19,0.019
354,n+n+D2+Mg24,19,0.019
355,n+n+n+p+p+p+p+D2+D2+T3,19,0.019
356,n+n+n+p+He4+Ne20,18,0.018000000000000002
357,pi-+n+n+p+He3+Be7,18,0.018000000000000002
358,pi++n+n+p+B11,18,0.018000000000000002
359,n+n+p+He4+Be7+C12,18,0.018000000000000002
360,n+p+p+D2+D2+T3+He4+C12,18,0.018000000000000002
361,n+n+He3+He4+He4+C12+C12,18,0.018000000000000002
362,n+p+p+p+T3+He4+He4,18,0.018000000000000002
363,p+C12+C12+C12,18,0.018000000000000002
364,p+D2+He4+Li7,18,0.018000000000000002
365,pi-+n+p+p+p+D2+T3+He4+C12,18,0.018000000000000002
366,pi-+n+n+n+p+p+D2+He3+He3,18,0.018000000000000002
367,pi-+n+p+p+D2+D2+T3+He3,18,0.018000000000000002
368,pi++n+n+He4+Li7+C12,18,0.018000000000000002
369,n+n+n+p+D2+D2+D2+He3+C12,17,0.017
370,n+n+n+p+p+D2+Ne21,17,0.017
371,pi-+n+n+n+n+p+p+p+p+D2+He3,17,0.017
372,pi-+n+n+n+p+C9,17,0.017
373,pi++n+n+n+p+D2+Li7,17,0.017
374,pi-+n+n+n+p+p+p+D2+D2+He3,17,0.017
375,Al27,17,0.017
376,pi-+n+n+p+p+D2+D2+D2+He3,17,0.017
377,pi++n+n+p,17,0.017
378,pi-+p+p+p+Be10,17,0.017
379,n+n+n+p+p+p+p+He6,17,0.017
380,n+n+p+p+Mg25,17,0.017
381,pi-+n+n+p+p+p+p+He4+He4+C12,17,0.017
382,n+p+p+p+D2+He7,17,0.017
383,n+n+C11+Al27,16,0.016
384,n+n+D2+D2+He4+He4,16,0.016
385,p+D2+B11+C12,16,0.016
386,pi-+n+n+n+p+p+p+He3+He4+C12,16,0.016
387,n+p+B12,16,0.016
388,n+n+n+p+p+p+p+Li7,16,0.016
389,n+p+p+D2+H4+He4,16,0.016
390,n+n+n+p+D2+Be7+C12,16,0.016
391,n+p+p+p+B11+C12,16,0.016
392,pi-+D2+C11+C12,16,0.016
393,n+n+p+p+p+B10,16,0.016
394,pi-+p+p+p,16,0.016
395,n+n+n+n+p+p+p+T3+He3+C12,16,0.016
396,n+D2+D2+D2+D2+He4+C12,15,0.015
397,pi++n+n+n+p+D2+T3+He4+C12,15,0.015
398,n+p+p+p+C12,15,0.015
399,pi-+p+p+p+B11,15,0.015
400,pi-+n+p+p+D2+D2+Li6,15,0.015
401,n+n+n+n+p+p+D2+He4+He4+C12,15,0.015
402,n+n+n+n+p+p+p+p+D2+He4+C12,15,0.015
403,n+p+D2+B10,15,0.015
404,pi++n+n+p+T3+T3+He4,15,0.015
405,n+p+p+p+He4+He4+He4,15,0.015
406,n+n+p+p+p+He4+Li6,15,0.015
407,n+n+p+p+p+D2+He4+He4+C12,15,0.015
408,n+n+n+p+p+p+D2+T3+He3,15,0.015
409,p+B12,15,0.015
410,pi-+p+p+C12+C12,14,0.013999999999999999
411,pi-+p+p+D2+Be9,14,0.013999999999999999
412,n+p+D2+D2+D2+D2+He4,14,0.013999999999999999
413,n+p+p+p+C12+C12,14,0.013999999999999999
414,pi-+n+p+D2+D2+He3+He4+C12,14,0.013999999999999999
415,p+p+p+p+p+p+C12,14,0.013999999999999999
416,n+n+p+p+D2+H4+He3,14,0.013999999999999999
417,n+p+p+p+D2+T3+H4,14,0.013999999999999999
418,p+p+p+p+p+p+C12+C12,14,0.013999999999999999
419,pi++n+n+n+p+D2+D2+D2+T3,14,0.013999999999999999
420,n+p+p+p+He4+Li7,14,0.013999999999999999
421,n+p+B11+C13,13,0.013
422,n+p+He4+Li7+Al27,13,0.013
423,pi-+D2+D2+D2+He3+He4,13,0.013
424,n+D2+D2+He4+He4+C12+C12,13,0.013
425,pi-+n+n+p+p+p+p+D2+D2+He4,13,0.013
426,n+n+p+D2+He4+He4+C12+C12+C12,13,0.013
427,n+n+n+n+n+p+p+p+p+D2+D2+C12,13,0.013
428,n+n+p+p+p+H4+He4,13,0.013
429,n+n+n+p+p+He4+He4+C12+C12+C12,13,0.013
430,n+n+n+p+p+p+D2+Li6,13,0.013
431,pi-+n+n+D2+C9,13,0.013
432,n+p+p+He4+He6+C12,13,0.013
433,p+p+p+p+p+C12+C12+C12,13,0.013
434,pi-+p+D2+T3+He3+He4,13,0.013
435,n+p+p+He4+He4+He4+C12+C12,13,0.013
436,p+p+Be11,13,0.013
437,n+n+n+p+p+D2+Li6+C12,13,0.013
438,n+p+p+D2+D2+D2+H4,13,0.013
439,n+n+p+D2+D2+T3+He4,12,0.012
440,n+n+n+p+p+D2+D2+T3+He4+He4+He4+He4,12,0.012
441,n+p+p+Na25,12,0.012
442,n+p+D2+He3+He6,12,0.012
443,n+n+n+p+He4+He4+O16,12,0.012
444,D2+D2+D2+T3+He4,12,0.012
445,D2+B11+C12,12,0.012
446,p+p+He4+He7,12,0.012
447,n+n+p+p+He3+He4+He4,12,0.012
448,pi-+n+n+n+p+D2+B7,12,0.012
449,n+n+p+He4+Ne21,12,0.012
450,pi-+n+n+p+He4+Be6,12,0.012
451,p+D2+D2+D2+T3+T3,12,0.012
452,n+n+n+n+p+p+p+D2+D2+He3,12,0.012
453,pi-+n+p+D2+He3+Li6,12,0.012
454,n+n+n+p+D2+He4+F18,12,0.012
455,n+p+C12+C12+C12,12,0.012
456,pi++n+n+n+n+p+p+Li7,12,0.012
457,n+n+p+C11+C12+C12,12,0.012
458,pi++n+n+n+n+n+p+p+D2+He4+C12,12,0.012
459,n+n+n+C10+C12,12,0.012
460,n+D2+D2+D2+Li6,12,0.012
461,pi++n+n+n+n+p+p+D2+D2+T3,12,0.012
462,pi-+n+n+p+p+p+He4+He4+C12+C12,12,0.012
463,n+n+p+p+D2+D2+T3+He3,12,0.012
464,pi-+n+p+p+p+D2+He4+He4+C12,12,0.012
465,n+He4+He4+He4+Al27,12,0.012
466,n+p+p+p+T3+He6,11,0.011000000000000001
467,n+D2+B10+C12,11,0.011000000000000001
468,n+p+p+He4+Li7+C12+C12,11,0.011000000000000001
469,pi-+n+n+p+p+He3+Li6,11,0.011000000000000001
470,pi-+p+p+D2+D2+He4+He4,11,0.011000000000000001
471,pi-+n+n+p+p+p+D2+He3+He4,11,0.011000000000000001
472,pi-+n+p+p+p+He4+Li6,11,0.011000000000000001
473,C12+C12+C12+C12,11,0.011000000000000001
474,pi++n+n+n+n+p+D2+D2+He4+C12,11,0.011000000000000001
475,pi-+p+p+He4+Li7+C12,11,0.011000000000000001
476,n+n+n+n+n+p+p+p+p+p+He4,11,0.011000000000000001
477,n+D2+Mg25,11,0.011000000000000001
478,pi++n+n+D2+Be9,11,0.011000000000000001
479,n+n+n+p+p+p+p+D2+D2+He4,11,0.011000000000000001
480,n+n+n+n+p+p+He4+F18,11,0.011000000000000001
481,p+p+D2+D2+He7,11,0.011000000000000001
482,n+n+n+D2+D2+Be6,11,0.011000000000000001
483,p+p+p+C12+C12+C12,11,0.011000000000000001
484,pi-+n+n+p+p+p+Na23,11,0.011000000000000001
485,p+p+He6+Li6,11,0.011000000000000001
486,p+p+p+p+C12+C12+C12,11,0.011000000000000001
487,n+n+n+p+p+p+T3+He4+C12+C12,11,0.011000000000000001
488,pi-+p+p+Mg26,11,0.011000000000000001
489,pi-+n+n+p+p+D2+Na22,11,0.011000000000000001
490,p+p+He4+Be9,11,0.011000000000000001
491,n+n+He4+He4+He4+C12,11,0.011000000000000001
492,n+n+p+B10+Al27,11,0.011000000000000001
493,pi++n+n+n+p+D2+He4+He4,10,0.01
494,n+n+n+p+p+p+D2+F20,10,0.01
495,n+p+D2+Na24,10,0.01
496,n+n+n+p+D2+He4+He4+C12,10,0.01
497,pi-+n+p+p+He4+Be7,10,0.01
498,n+p+D2+He4+Li6+C12,10,0.01
499,pi++n+n+n+n+n+p+He3+He4,10,0.01
500,n+n+n+p+p+p+Na23,10,0.01
501,pi-+n+D2+He3+He3+He4,10,0.01
502,p+p+p+p+p+p+p,10,0.01
503,pi++n+n+T3+He4+He4+C12,10,0.01
504,n+n+n+n+p+p+D2+Ne20,10,0.01
505,pi++n+n+n+p+p+D2+T3+T3,10,0.01
506,pi++n+n+n+He4+Li6+C12,10,0.01
507,n+n+n+p+p+D2+T3+He3+C12+C12,10,0.01
508,pi-+n+p+p+C11+C12,10,0.01
509,pi-+n+p+p+p+B10,10,0.01
510,pi++n+n+n+n+D2+He3+He4,10,0.01
511,n+n+p+p+p+p+He7,10,0.01
512,p+p+C12+C12+C12,10,0.01
513,n+n+n+n+p+p+p+p+T3+He3,10,0.01
514,pi-+n+n+p+p+D2+He4+He4,10,0.01
515,n+p+D2+T3+He3+He4,10,0.01
516,n+n+n+p+p+Mg24,10,0.01
517,n+p+D2+D2+Li7+C12,10,0.01
518,n+p+p+D2+Be9,10,0.01
519,pi-+n+p+He4+Be7+C12+C12,10,0.01
520,pi-+p+p+T3+He4+He4+C12,10,0.01
521,pi-+p+p+He4+He4+He4,10,0.01
522,n+n+p+D2+D2+Ne21,10,0.01
523,n+n+n+n+n+n+p+p+p+p+p+D2+C12,9,0.009000000000000001
524,n+n+p+p+p+p+D2+T3+T3,9,0.009000000000000001
525,n+n+n+n+p+p+He3+He4+C12+C12,9,0.009000000000000001
526,pi-+n+p+p+D2+He4+He4+Al27,9,0.009000000000000001
527,n+n+p+He4+Be7+C12+C12,9,0.009000000000000001
528,pi-+n+n+n+p+p+p+He4+He4,9,0.009000000000000001
529,n+p+D2+Be9+C12,9,0.009000000000000001
530,n+n+p+T3+He3+He4+C12+C12,9,0.009000000000000001
531,n+n+n+p+p+C12+Na23,9,0.009000000000000001
532,n+n+p+He3+Li7+C12,9,0.009000000000000001
533,p+Al27,9,0.009000000000000001
534,n+p+p+p+He4+Li7+C12,9,0.009000000000000001
535,pi++n+n+p+He4+He6,9,0.009000000000000001
536,n+p+Al27,9,0.009000000000000001
537,n+n+n+p+p+He4+He4+C13,9,0.009000000000000001
538,n+n+p+D2+He4+He4+N15,9,0.009000000000000001
